concentration,Albu SET1
15.490196078431373,46762.62745098039
15.588235294117647,46675.35294117647
15.686274509803921,46588.078431372545
15.784313725490197,46500.80392156863
15.882352941176471,46413.529411764706
15.980392156862745,46326.25490196078
16.07843137254902,46238.98039215686
16.176470588235293,46151.705882352944
16.274509803921568,46064.43137254902
16.372549019607842,45977.1568627451
16.470588235294116,45889.882352941175
16.568627450980394,45802.60784313725
16.666666666666668,45715.333333333336
16.764705882352942,45628.05882352941
16.862745098039216,45540.78431372549
16.96078431372549,45453.509803921566
17.058823529411764,45366.23529411765
17.15686274509804,45278.96078431373
17.254901960784313,45191.686274509804
17.352941176470587,45104.41176470588
17.450980392156865,45017.13725490196
17.549019607843135,44929.86274509804
17.647058823529413,44842.58823529412
17.745098039215687,44755.313725490196
17.84313725490196,44668.03921568627
17.941176470588236,44580.76470588235
18.03921568627451,44493.490196078434
18.137254901960784,44406.21568627451
18.235294117647058,44318.94117647059
18.333333333333332,44231.666666666664
18.431372549019606,44144.39215686274
18.529411764705884,44057.117647058825
18.627450980392158,43969.8431372549
18.725490196078432,43882.56862745098
18.823529411764707,43795.294117647056
18.92156862745098,43708.01960784314
19.019607843137255,43620.74509803922
19.11764705882353,43533.470588235294
19.215686274509803,43446.19607843137
19.313725490196077,43358.92156862745
19.411764705882355,43271.64705882353
19.509803921568626,43184.37254901961
19.607843137254903,43097.098039215685
19.705882352941178,43009.82352941176
19.80392156862745,42922.549019607846
19.901960784313726,42835.27450980392
20.098039215686274,42671.17647058824
20.19607843137255,42594.35294117647
20.294117647058822,42517.529411764706
20.392156862745097,42440.705882352944
20.49019607843137,42363.882352941175
20.58823529411765,42287.05882352941
20.686274509803923,42210.23529411765
20.784313725490197,42133.41176470588
20.88235294117647,42056.58823529412
20.980392156862745,41979.76470588235
21.07843137254902,41902.94117647059
21.176470588235293,41826.117647058825
21.274509803921568,41749.294117647056
21.372549019607842,41672.470588235294
21.470588235294116,41595.64705882353
21.568627450980394,41518.82352941176
21.666666666666668,41442.0
21.764705882352942,41365.17647058824
21.862745098039216,41288.35294117647
21.96078431372549,41211.529411764706
22.058823529411764,41134.705882352944
22.15686274509804,41057.882352941175
22.254901960784313,40981.05882352941
22.352941176470587,40904.23529411765
22.450980392156865,40827.41176470588
22.549019607843135,40750.58823529412
22.647058823529413,40673.76470588235
22.745098039215687,40596.94117647059
22.84313725490196,40520.117647058825
22.941176470588236,40443.294117647056
23.03921568627451,40366.470588235294
23.137254901960784,40289.64705882353
23.235294117647058,40212.82352941176
23.333333333333332,40136.0
23.431372549019606,40059.17647058824
23.529411764705884,39982.35294117647
23.627450980392158,39905.529411764706
23.725490196078432,39828.705882352944
23.823529411764707,39751.882352941175
23.92156862745098,39675.05882352941
24.019607843137255,39598.23529411765
24.11764705882353,39521.41176470588
24.215686274509803,39444.58823529412
24.313725490196077,39367.76470588235
24.411764705882355,39290.94117647059
24.509803921568626,39214.117647058825
24.607843137254903,39137.294117647056
24.705882352941178,39060.470588235294
24.80392156862745,38983.64705882353
24.901960784313726,38906.82352941176
25.098039215686274,38759.03921568627
25.19607843137255,38688.07843137255
25.294117647058822,38617.117647058825
25.392156862745097,38546.1568627451
25.49019607843137,38475.19607843137
25.58823529411765,38404.23529411765
25.686274509803923,38333.27450980392
25.784313725490197,38262.313725490196
25.88235294117647,38191.35294117647
25.980392156862745,38120.39215686275
26.07843137254902,38049.43137254902
26.176470588235293,37978.470588235294
26.274509803921568,37907.509803921566
26.372549019607842,37836.549019607846
26.470588235294116,37765.58823529412
26.568627450980394,37694.62745098039
26.666666666666668,37623.666666666664
26.764705882352942,37552.705882352944
26.862745098039216,37481.74509803922
26.96078431372549,37410.78431372549
27.058823529411764,37339.82352941176
27.15686274509804,37268.86274509804
27.254901960784313,37197.901960784315
27.352941176470587,37126.94117647059
27.450980392156865,37055.98039215686
27.549019607843135,36985.01960784314
27.647058823529413,36914.05882352941
27.745098039215687,36843.098039215685
27.84313725490196,36772.13725490196
27.941176470588236,36701.17647058824
28.03921568627451,36630.21568627451
28.137254901960784,36559.25490196078
28.235294117647058,36488.294117647056
28.333333333333332,36417.333333333336
28.431372549019606,36346.37254901961
28.529411764705884,36275.41176470588
28.627450980392158,36204.450980392154
28.725490196078432,36133.490196078434
28.823529411764707,36062.529411764706
28.92156862745098,35991.56862745098
29.019607843137255,35920.60784313726
29.11764705882353,35849.64705882353
29.215686274509803,35778.686274509804
29.313725490196077,35707.72549019608
29.411764705882355,35636.76470588235
29.509803921568626,35565.80392156863
29.607843137254903,35494.8431372549
29.705882352941178,35423.882352941175
29.80392156862745,35352.921568627455
29.901960784313726,35281.96078431373
30.098039215686274,35163.705882352944
30.19607843137255,35116.41176470588
30.294117647058822,35069.117647058825
30.392156862745097,35021.82352941176
30.49019607843137,34974.529411764706
30.58823529411765,34927.23529411765
30.686274509803923,34879.94117647059
30.784313725490197,34832.64705882353
30.88235294117647,34785.35294117647
30.980392156862745,34738.05882352941
31.07843137254902,34690.76470588235
31.176470588235293,34643.470588235294
31.274509803921568,34596.17647058824
31.372549019607842,34548.882352941175
31.470588235294116,34501.58823529412
31.568627450980394,34454.294117647056
31.666666666666668,34407.0
31.764705882352942,34359.705882352944
31.862745098039216,34312.41176470588
31.96078431372549,34265.117647058825
32.05882352941177,34217.82352941176
32.15686274509804,34170.529411764706
32.254901960784316,34123.23529411765
32.35294117647059,34075.94117647059
32.450980392156865,34028.64705882353
32.549019607843135,33981.35294117647
32.64705882352941,33934.05882352941
32.745098039215684,33886.76470588235
32.84313725490196,33839.470588235294
32.94117647058823,33792.17647058824
33.03921568627451,33744.882352941175
33.13725490196079,33697.58823529412
33.23529411764706,33650.294117647056
33.333333333333336,33603.0
33.431372549019606,33555.705882352944
33.529411764705884,33508.41176470588
33.627450980392155,33461.117647058825
33.72549019607843,33413.82352941176
33.8235294117647,33366.529411764706
33.92156862745098,33319.23529411765
34.01960784313725,33271.94117647059
34.11764705882353,33224.64705882353
34.21568627450981,33177.35294117647
34.31372549019608,33130.05882352941
34.411764705882355,33082.76470588235
34.509803921568626,33035.470588235294
34.6078431372549,32988.17647058824
34.705882352941174,32940.882352941175
34.80392156862745,32893.58823529412
34.90196078431373,32846.294117647056
35.09803921568628,32746.764705882353
35.19607843137255,32694.529411764706
35.294117647058826,32642.29411764706
35.3921568627451,32590.058823529413
35.490196078431374,32537.823529411766
35.588235294117645,32485.58823529412
35.68627450980392,32433.352941176472
35.78431372549019,32381.117647058825
35.88235294117647,32328.882352941175
35.98039215686274,32276.647058823528
36.07843137254902,32224.41176470588
36.1764705882353,32172.176470588234
36.27450980392157,32119.941176470587
36.372549019607845,32067.70588235294
36.470588235294116,32015.470588235294
36.568627450980394,31963.235294117647
36.666666666666664,31911.0
36.76470588235294,31858.764705882353
36.86274509803921,31806.529411764706
36.96078431372549,31754.29411764706
37.05882352941177,31702.058823529413
37.15686274509804,31649.823529411766
37.254901960784316,31597.58823529412
37.35294117647059,31545.352941176472
37.450980392156865,31493.117647058825
37.549019607843135,31440.882352941175
37.64705882352941,31388.647058823528
37.745098039215684,31336.41176470588
37.84313725490196,31284.176470588234
37.94117647058823,31231.941176470587
38.03921568627451,31179.70588235294
38.13725490196079,31127.470588235294
38.23529411764706,31075.235294117647
38.333333333333336,31023.0
38.431372549019606,30970.764705882353
38.529411764705884,30918.529411764706
38.627450980392155,30866.29411764706
38.72549019607843,30814.058823529413
38.8235294117647,30761.823529411766
38.92156862745098,30709.58823529412
39.01960784313725,30657.352941176472
39.11764705882353,30605.117647058825
39.21568627450981,30552.882352941175
39.31372549019608,30500.647058823528
39.411764705882355,30448.41176470588
39.509803921568626,30396.176470588234
39.6078431372549,30343.941176470587
39.705882352941174,30291.70588235294
39.80392156862745,30239.470588235294
39.90196078431373,30187.235294117647
40.09803921568628,30095.529411764706
40.19607843137255,30056.058823529413
40.294117647058826,30016.58823529412
40.3921568627451,29977.117647058825
40.490196078431374,29937.647058823528
40.588235294117645,29898.176470588234
40.68627450980392,29858.70588235294
40.78431372549019,29819.235294117647
40.88235294117647,29779.764705882353
40.98039215686274,29740.29411764706
41.07843137254902,29700.823529411766
41.1764705882353,29661.352941176472
41.27450980392157,29621.882352941175
41.372549019607845,29582.41176470588
41.470588235294116,29542.941176470587
41.568627450980394,29503.470588235294
41.666666666666664,29464.0
41.76470588235294,29424.529411764706
41.86274509803921,29385.058823529413
41.96078431372549,29345.58823529412
42.05882352941177,29306.117647058825
42.15686274509804,29266.647058823528
42.254901960784316,29227.176470588234
42.35294117647059,29187.70588235294
42.450980392156865,29148.235294117647
42.549019607843135,29108.764705882353
42.64705882352941,29069.29411764706
42.745098039215684,29029.823529411766
42.84313725490196,28990.352941176472
42.94117647058823,28950.882352941175
43.03921568627451,28911.41176470588
43.13725490196079,28871.941176470587
43.23529411764706,28832.470588235294
43.333333333333336,28793.0
43.431372549019606,28753.529411764706
43.529411764705884,28714.058823529413
43.627450980392155,28674.58823529412
43.72549019607843,28635.117647058825
43.8235294117647,28595.647058823528
43.92156862745098,28556.176470588234
44.01960784313725,28516.70588235294
44.11764705882353,28477.235294117647
44.21568627450981,28437.764705882353
44.31372549019608,28398.29411764706
44.411764705882355,28358.823529411766
44.509803921568626,28319.352941176472
44.6078431372549,28279.882352941175
44.705882352941174,28240.41176470588
44.80392156862745,28200.941176470587
44.90196078431373,28161.470588235294
45.09803921568628,28081.019607843136
45.19607843137255,28040.039215686276
45.294117647058826,27999.058823529413
45.3921568627451,27958.07843137255
45.490196078431374,27917.098039215685
45.588235294117645,27876.117647058825
45.68627450980392,27835.13725490196
45.78431372549019,27794.156862745098
45.88235294117647,27753.176470588234
45.98039215686274,27712.196078431374
46.07843137254902,27671.21568627451
46.1764705882353,27630.235294117647
46.27450980392157,27589.254901960783
46.372549019607845,27548.274509803923
46.470588235294116,27507.29411764706
46.568627450980394,27466.313725490196
46.666666666666664,27425.333333333332
46.76470588235294,27384.352941176472
46.86274509803921,27343.37254901961
46.96078431372549,27302.392156862745
47.05882352941177,27261.41176470588
47.15686274509804,27220.43137254902
47.254901960784316,27179.450980392157
47.35294117647059,27138.470588235294
47.450980392156865,27097.49019607843
47.549019607843135,27056.50980392157
47.64705882352941,27015.529411764706
47.745098039215684,26974.549019607843
47.84313725490196,26933.56862745098
47.94117647058823,26892.58823529412
48.03921568627451,26851.607843137255
48.13725490196079,26810.62745098039
48.23529411764706,26769.647058823528
48.333333333333336,26728.666666666668
48.431372549019606,26687.686274509804
48.529411764705884,26646.70588235294
48.627450980392155,26605.725490196077
48.72549019607843,26564.745098039217
48.8235294117647,26523.764705882353
48.92156862745098,26482.78431372549
49.01960784313725,26441.80392156863
49.11764705882353,26400.823529411766
49.21568627450981,26359.843137254902
49.31372549019608,26318.86274509804
49.411764705882355,26277.882352941175
49.509803921568626,26236.901960784315
49.6078431372549,26195.92156862745
49.705882352941174,26154.941176470587
49.80392156862745,26113.960784313727
49.90196078431373,26072.980392156864
50.09803921568628,26000.901960784315
50.19607843137255,25969.803921568626
50.294117647058826,25938.70588235294
50.3921568627451,25907.607843137255
50.490196078431374,25876.50980392157
50.588235294117645,25845.41176470588
50.68627450980392,25814.313725490196
50.78431372549019,25783.21568627451
50.88235294117647,25752.117647058825
50.98039215686274,25721.019607843136
51.07843137254902,25689.92156862745
51.1764705882353,25658.823529411766
51.27450980392157,25627.725490196077
51.372549019607845,25596.62745098039
51.470588235294116,25565.529411764706
51.568627450980394,25534.43137254902
51.666666666666664,25503.333333333332
51.76470588235294,25472.235294117647
51.86274509803921,25441.13725490196
51.96078431372549,25410.039215686273
52.05882352941177,25378.941176470587
52.15686274509804,25347.843137254902
52.254901960784316,25316.745098039217
52.35294117647059,25285.647058823528
52.450980392156865,25254.549019607843
52.549019607843135,25223.450980392157
52.64705882352941,25192.352941176472
52.745098039215684,25161.254901960783
52.84313725490196,25130.156862745098
52.94117647058823,25099.058823529413
53.03921568627451,25067.960784313727
53.13725490196079,25036.86274509804
53.23529411764706,25005.764705882353
53.333333333333336,24974.666666666668
53.431372549019606,24943.56862745098
53.529411764705884,24912.470588235294
53.627450980392155,24881.37254901961
53.72549019607843,24850.274509803923
53.8235294117647,24819.176470588234
53.92156862745098,24788.07843137255
54.01960784313725,24756.980392156864
54.11764705882353,24725.882352941175
54.21568627450981,24694.78431372549
54.31372549019608,24663.686274509804
54.411764705882355,24632.58823529412
54.509803921568626,24601.49019607843
54.6078431372549,24570.392156862745
54.705882352941174,24539.29411764706
54.80392156862745,24508.196078431374
54.90196078431373,24477.098039215685
55.09803921568628,24412.529411764706
55.19607843137255,24379.058823529413
55.294117647058826,24345.58823529412
55.3921568627451,24312.117647058825
55.490196078431374,24278.647058823528
55.588235294117645,24245.176470588234
55.68627450980392,24211.70588235294
55.78431372549019,24178.235294117647
55.88235294117647,24144.764705882353
55.98039215686274,24111.29411764706
56.07843137254902,24077.823529411766
56.1764705882353,24044.352941176472
56.27450980392157,24010.882352941175
56.372549019607845,23977.41176470588
56.470588235294116,23943.941176470587
56.568627450980394,23910.470588235294
56.666666666666664,23877.0
56.76470588235294,23843.529411764706
56.86274509803921,23810.058823529413
56.96078431372549,23776.58823529412
57.05882352941177,23743.117647058825
57.15686274509804,23709.647058823528
57.254901960784316,23676.176470588234
57.35294117647059,23642.70588235294
57.450980392156865,23609.235294117647
57.549019607843135,23575.764705882353
57.64705882352941,23542.29411764706
57.745098039215684,23508.823529411766
57.84313725490196,23475.352941176472
57.94117647058823,23441.882352941175
58.03921568627451,23408.41176470588
58.13725490196079,23374.941176470587
58.23529411764706,23341.470588235294
58.333333333333336,23308.0
58.431372549019606,23274.529411764706
58.529411764705884,23241.058823529413
58.627450980392155,23207.58823529412
58.72549019607843,23174.117647058825
58.8235294117647,23140.647058823528
58.92156862745098,23107.176470588234
59.01960784313725,23073.70588235294
59.11764705882353,23040.235294117647
59.21568627450981,23006.764705882353
59.31372549019608,22973.29411764706
59.411764705882355,22939.823529411766
59.509803921568626,22906.352941176472
59.6078431372549,22872.882352941175
59.705882352941174,22839.41176470588
59.80392156862745,22805.941176470587
59.90196078431373,22772.470588235294
