concentration,Glucu SET1,Glucu SET2
7.9411764705882355,54751.35294117647,55344.64705882353
8.03921568627451,54674.098039215685,55273.23529411765
8.137254901960784,54596.8431372549,55201.82352941176
8.235294117647058,54519.58823529412,55130.41176470588
8.333333333333334,54442.333333333336,55059.0
8.431372549019608,54365.078431372545,54987.58823529412
8.529411764705882,54287.82352941176,54916.17647058824
8.627450980392156,54210.56862745098,54844.76470588235
8.725490196078432,54133.313725490196,54773.35294117647
8.823529411764707,54056.05882352941,54701.94117647059
8.92156862745098,53978.80392156863,54630.529411764706
9.019607843137255,53901.549019607846,54559.117647058825
9.117647058823529,53824.294117647056,54487.705882352944
9.215686274509803,53747.03921568627,54416.294117647056
9.313725490196077,53669.78431372549,54344.882352941175
9.411764705882353,53592.529411764706,54273.470588235294
9.509803921568627,53515.27450980392,54202.05882352941
9.607843137254902,53438.01960784314,54130.64705882353
9.705882352941178,53360.76470588235,54059.23529411765
9.803921568627452,53283.509803921566,53987.82352941176
9.901960784313726,53206.25490196078,53916.41176470588
10.098039215686274,53082.17647058824,53775.294117647056
10.196078431372548,53035.35294117647,53705.58823529412
10.294117647058824,52988.529411764706,53635.882352941175
10.392156862745098,52941.705882352944,53566.17647058824
10.490196078431373,52894.882352941175,53496.470588235294
10.588235294117647,52848.05882352941,53426.76470588235
10.686274509803921,52801.23529411765,53357.05882352941
10.784313725490197,52754.41176470588,53287.35294117647
10.882352941176471,52707.58823529412,53217.64705882353
10.980392156862745,52660.76470588235,53147.94117647059
11.07843137254902,52613.94117647059,53078.23529411765
11.176470588235293,52567.117647058825,53008.529411764706
11.274509803921568,52520.294117647056,52938.82352941176
11.372549019607844,52473.470588235294,52869.117647058825
11.470588235294118,52426.64705882353,52799.41176470588
11.568627450980392,52379.82352941176,52729.705882352944
11.666666666666666,52333.0,52660.0
11.764705882352942,52286.17647058824,52590.294117647056
11.862745098039216,52239.35294117647,52520.58823529412
11.96078431372549,52192.529411764706,52450.882352941175
12.058823529411764,52145.705882352944,52381.17647058824
12.156862745098039,52098.882352941175,52311.470588235294
12.254901960784313,52052.05882352941,52241.76470588235
12.352941176470589,52005.23529411765,52172.05882352941
12.450980392156863,51958.41176470588,52102.35294117647
12.549019607843137,51911.58823529412,52032.64705882353
12.647058823529411,51864.76470588235,51962.94117647059
12.745098039215687,51817.94117647059,51893.23529411765
12.843137254901961,51771.117647058825,51823.529411764706
12.941176470588236,51724.294117647056,51753.82352941176
13.03921568627451,51677.470588235294,51684.117647058825
13.137254901960784,51630.64705882353,51614.41176470588
13.235294117647058,51583.82352941176,51544.705882352944
13.333333333333334,51537.0,51475.0
13.431372549019608,51490.17647058824,51405.294117647056
13.529411764705882,51443.35294117647,51335.58823529412
13.627450980392156,51396.529411764706,51265.882352941175
13.725490196078432,51349.705882352944,51196.17647058824
13.823529411764707,51302.882352941175,51126.470588235294
13.92156862745098,51256.05882352941,51056.76470588235
14.019607843137255,51209.23529411765,50987.05882352941
14.117647058823529,51162.41176470588,50917.35294117647
14.215686274509803,51115.58823529412,50847.64705882353
14.313725490196077,51068.76470588235,50777.94117647059
14.411764705882353,51021.94117647059,50708.23529411765
14.509803921568627,50975.117647058825,50638.529411764706
14.607843137254902,50928.294117647056,50568.82352941176
14.705882352941178,50881.470588235294,50499.117647058825
14.803921568627452,50834.64705882353,50429.41176470588
14.901960784313726,50787.82352941176,50359.705882352944
15.098039215686274,50681.901960784315,50241.03921568627
15.196078431372548,50622.80392156863,50192.07843137255
15.294117647058824,50563.705882352944,50143.117647058825
15.392156862745098,50504.60784313725,50094.1568627451
15.490196078431373,50445.509803921566,50045.19607843137
15.588235294117647,50386.41176470588,49996.23529411765
15.686274509803921,50327.313725490196,49947.27450980392
15.784313725490197,50268.21568627451,49898.313725490196
15.882352941176471,50209.117647058825,49849.35294117647
15.980392156862745,50150.01960784314,49800.39215686275
16.07843137254902,50090.92156862745,49751.43137254902
16.176470588235293,50031.82352941176,49702.470588235294
16.274509803921568,49972.72549019608,49653.509803921566
16.372549019607842,49913.62745098039,49604.549019607846
16.470588235294116,49854.529411764706,49555.58823529412
16.568627450980394,49795.43137254902,49506.62745098039
16.666666666666668,49736.333333333336,49457.666666666664
16.764705882352942,49677.23529411765,49408.705882352944
16.862745098039216,49618.13725490196,49359.74509803922
16.96078431372549,49559.03921568627,49310.78431372549
17.058823529411764,49499.94117647059,49261.82352941176
17.15686274509804,49440.8431372549,49212.86274509804
17.254901960784313,49381.74509803922,49163.901960784315
17.352941176470587,49322.64705882353,49114.94117647059
17.450980392156865,49263.549019607846,49065.98039215686
17.549019607843135,49204.450980392154,49017.01960784314
17.647058823529413,49145.35294117647,48968.05882352941
17.745098039215687,49086.25490196078,48919.098039215685
17.84313725490196,49027.1568627451,48870.13725490196
17.941176470588236,48968.05882352941,48821.17647058824
18.03921568627451,48908.96078431373,48772.21568627451
18.137254901960784,48849.86274509804,48723.25490196078
18.235294117647058,48790.76470588235,48674.294117647056
18.333333333333332,48731.666666666664,48625.333333333336
18.431372549019606,48672.56862745098,48576.37254901961
18.529411764705884,48613.470588235294,48527.41176470588
18.627450980392158,48554.37254901961,48478.450980392154
18.725490196078432,48495.27450980392,48429.490196078434
18.823529411764707,48436.17647058824,48380.529411764706
18.92156862745098,48377.078431372545,48331.56862745098
19.019607843137255,48317.98039215686,48282.60784313725
19.11764705882353,48258.882352941175,48233.64705882353
19.215686274509803,48199.78431372549,48184.686274509804
19.313725490196077,48140.686274509804,48135.72549019608
19.411764705882355,48081.58823529412,48086.76470588235
19.509803921568626,48022.490196078434,48037.80392156863
19.607843137254903,47963.39215686274,47988.8431372549
19.705882352941178,47904.294117647056,47939.882352941175
19.80392156862745,47845.19607843137,47890.921568627455
19.901960784313726,47786.098039215685,47841.96078431373
20.098039215686274,47658.529411764706,47714.529411764706
20.19607843137255,47590.05882352941,47636.05882352941
20.294117647058822,47521.58823529412,47557.58823529412
20.392156862745097,47453.117647058825,47479.117647058825
20.49019607843137,47384.64705882353,47400.64705882353
20.58823529411765,47316.17647058824,47322.17647058824
20.686274509803923,47247.705882352944,47243.705882352944
20.784313725490197,47179.23529411765,47165.23529411765
20.88235294117647,47110.76470588235,47086.76470588235
20.980392156862745,47042.294117647056,47008.294117647056
21.07843137254902,46973.82352941176,46929.82352941176
21.176470588235293,46905.35294117647,46851.35294117647
21.274509803921568,46836.882352941175,46772.882352941175
21.372549019607842,46768.41176470588,46694.41176470588
21.470588235294116,46699.94117647059,46615.94117647059
21.568627450980394,46631.470588235294,46537.470588235294
21.666666666666668,46563.0,46459.0
21.764705882352942,46494.529411764706,46380.529411764706
21.862745098039216,46426.05882352941,46302.05882352941
21.96078431372549,46357.58823529412,46223.58823529412
22.058823529411764,46289.117647058825,46145.117647058825
22.15686274509804,46220.64705882353,46066.64705882353
22.254901960784313,46152.17647058824,45988.17647058824
22.352941176470587,46083.705882352944,45909.705882352944
22.450980392156865,46015.23529411765,45831.23529411765
22.549019607843135,45946.76470588235,45752.76470588235
22.647058823529413,45878.294117647056,45674.294117647056
22.745098039215687,45809.82352941176,45595.82352941176
22.84313725490196,45741.35294117647,45517.35294117647
22.941176470588236,45672.882352941175,45438.882352941175
23.03921568627451,45604.41176470588,45360.41176470588
23.137254901960784,45535.94117647059,45281.94117647059
23.235294117647058,45467.470588235294,45203.470588235294
23.333333333333332,45399.0,45125.0
23.431372549019606,45330.529411764706,45046.529411764706
23.529411764705884,45262.05882352941,44968.05882352941
23.627450980392158,45193.58823529412,44889.58823529412
23.725490196078432,45125.117647058825,44811.117647058825
23.823529411764707,45056.64705882353,44732.64705882353
23.92156862745098,44988.17647058824,44654.17647058824
24.019607843137255,44919.705882352944,44575.705882352944
24.11764705882353,44851.23529411765,44497.23529411765
24.215686274509803,44782.76470588235,44418.76470588235
24.313725490196077,44714.294117647056,44340.294117647056
24.411764705882355,44645.82352941176,44261.82352941176
24.509803921568626,44577.35294117647,44183.35294117647
24.607843137254903,44508.882352941175,44104.882352941175
24.705882352941178,44440.41176470588,44026.41176470588
24.80392156862745,44371.94117647059,43947.94117647059
24.901960784313726,44303.470588235294,43869.470588235294
25.098039215686274,44145.74509803922,43723.58823529412
25.19607843137255,44056.490196078434,43656.17647058824
25.294117647058822,43967.23529411765,43588.76470588235
25.392156862745097,43877.98039215686,43521.35294117647
25.49019607843137,43788.72549019608,43453.94117647059
25.58823529411765,43699.470588235294,43386.529411764706
25.686274509803923,43610.21568627451,43319.117647058825
25.784313725490197,43520.96078431373,43251.705882352944
25.88235294117647,43431.705882352944,43184.294117647056
25.980392156862745,43342.450980392154,43116.882352941175
26.07843137254902,43253.19607843137,43049.470588235294
26.176470588235293,43163.94117647059,42982.05882352941
26.274509803921568,43074.686274509804,42914.64705882353
26.372549019607842,42985.43137254902,42847.23529411765
26.470588235294116,42896.17647058824,42779.82352941176
26.568627450980394,42806.921568627455,42712.41176470588
26.666666666666668,42717.666666666664,42645.0
26.764705882352942,42628.41176470588,42577.58823529412
26.862745098039216,42539.1568627451,42510.17647058824
26.96078431372549,42449.901960784315,42442.76470588235
27.058823529411764,42360.64705882353,42375.35294117647
27.15686274509804,42271.39215686275,42307.94117647059
27.254901960784313,42182.13725490196,42240.529411764706
27.352941176470587,42092.882352941175,42173.117647058825
27.450980392156865,42003.62745098039,42105.705882352944
27.549019607843135,41914.37254901961,42038.294117647056
27.647058823529413,41825.117647058825,41970.882352941175
27.745098039215687,41735.86274509804,41903.470588235294
27.84313725490196,41646.60784313726,41836.05882352941
27.941176470588236,41557.35294117647,41768.64705882353
28.03921568627451,41468.098039215685,41701.23529411765
28.137254901960784,41378.8431372549,41633.82352941176
28.235294117647058,41289.58823529412,41566.41176470588
28.333333333333332,41200.333333333336,41499.0
28.431372549019606,41111.078431372545,41431.58823529412
28.529411764705884,41021.82352941176,41364.17647058824
28.627450980392158,40932.56862745098,41296.76470588235
28.725490196078432,40843.313725490196,41229.35294117647
28.823529411764707,40754.05882352941,41161.94117647059
28.92156862745098,40664.80392156863,41094.529411764706
29.019607843137255,40575.549019607846,41027.117647058825
29.11764705882353,40486.294117647056,40959.705882352944
29.215686274509803,40397.03921568627,40892.294117647056
29.313725490196077,40307.78431372549,40824.882352941175
29.411764705882355,40218.529411764706,40757.470588235294
29.509803921568626,40129.27450980392,40690.05882352941
29.607843137254903,40040.01960784314,40622.64705882353
29.705882352941178,39950.76470588235,40555.23529411765
29.80392156862745,39861.509803921566,40487.82352941176
29.901960784313726,39772.25490196078,40420.41176470588
30.098039215686274,39629.549019607846,40328.96078431373
30.19607843137255,39576.098039215685,40304.92156862745
30.294117647058822,39522.64705882353,40280.882352941175
30.392156862745097,39469.19607843137,40256.8431372549
30.49019607843137,39415.74509803922,40232.80392156863
30.58823529411765,39362.294117647056,40208.76470588235
30.686274509803923,39308.8431372549,40184.72549019608
30.784313725490197,39255.39215686275,40160.686274509804
30.88235294117647,39201.94117647059,40136.64705882353
30.980392156862745,39148.490196078434,40112.60784313725
31.07843137254902,39095.03921568627,40088.56862745098
31.176470588235293,39041.58823529412,40064.529411764706
31.274509803921568,38988.13725490196,40040.490196078434
31.372549019607842,38934.686274509804,40016.450980392154
31.470588235294116,38881.23529411765,39992.41176470588
31.568627450980394,38827.78431372549,39968.37254901961
31.666666666666668,38774.333333333336,39944.333333333336
31.764705882352942,38720.882352941175,39920.294117647056
31.862745098039216,38667.43137254902,39896.25490196078
31.96078431372549,38613.98039215686,39872.21568627451
32.05882352941177,38560.529411764706,39848.17647058824
32.15686274509804,38507.078431372545,39824.13725490196
32.254901960784316,38453.62745098039,39800.098039215685
32.35294117647059,38400.17647058824,39776.05882352941
32.450980392156865,38346.72549019608,39752.01960784314
32.549019607843135,38293.27450980392,39727.98039215686
32.64705882352941,38239.82352941176,39703.94117647059
32.745098039215684,38186.37254901961,39679.901960784315
32.84313725490196,38132.92156862745,39655.86274509804
32.94117647058823,38079.470588235294,39631.82352941176
33.03921568627451,38026.01960784314,39607.78431372549
33.13725490196079,37972.56862745098,39583.74509803922
33.23529411764706,37919.117647058825,39559.705882352944
33.333333333333336,37865.666666666664,39535.666666666664
33.431372549019606,37812.21568627451,39511.62745098039
33.529411764705884,37758.76470588235,39487.58823529412
33.627450980392155,37705.313725490196,39463.549019607846
33.72549019607843,37651.86274509804,39439.509803921566
33.8235294117647,37598.41176470588,39415.470588235294
33.92156862745098,37544.96078431373,39391.43137254902
34.01960784313725,37491.509803921566,39367.39215686275
34.11764705882353,37438.05882352941,39343.35294117647
34.21568627450981,37384.60784313725,39319.313725490196
34.31372549019608,37331.1568627451,39295.27450980392
34.411764705882355,37277.705882352944,39271.23529411765
34.509803921568626,37224.25490196078,39247.19607843137
34.6078431372549,37170.80392156863,39223.1568627451
34.705882352941174,37117.35294117647,39199.117647058825
34.80392156862745,37063.901960784315,39175.078431372545
34.90196078431373,37010.450980392154,39151.03921568627
35.09803921568628,36948.80392156863,39078.74509803922
35.19607843137255,36940.60784313725,39030.490196078434
35.294117647058826,36932.41176470588,38982.23529411765
35.3921568627451,36924.21568627451,38933.98039215686
35.490196078431374,36916.01960784314,38885.72549019608
35.588235294117645,36907.82352941176,38837.470588235294
35.68627450980392,36899.62745098039,38789.21568627451
35.78431372549019,36891.43137254902,38740.96078431373
35.88235294117647,36883.23529411765,38692.705882352944
35.98039215686274,36875.03921568627,38644.450980392154
36.07843137254902,36866.8431372549,38596.19607843137
36.1764705882353,36858.64705882353,38547.94117647059
36.27450980392157,36850.450980392154,38499.686274509804
36.372549019607845,36842.25490196078,38451.43137254902
36.470588235294116,36834.05882352941,38403.17647058824
36.568627450980394,36825.86274509804,38354.92156862745
36.666666666666664,36817.666666666664,38306.666666666664
36.76470588235294,36809.470588235294,38258.41176470588
36.86274509803921,36801.27450980392,38210.1568627451
36.96078431372549,36793.07843137255,38161.901960784315
37.05882352941177,36784.882352941175,38113.64705882353
37.15686274509804,36776.686274509804,38065.39215686275
37.254901960784316,36768.490196078434,38017.13725490196
37.35294117647059,36760.294117647056,37968.882352941175
37.450980392156865,36752.098039215685,37920.62745098039
37.549019607843135,36743.901960784315,37872.37254901961
37.64705882352941,36735.705882352944,37824.117647058825
37.745098039215684,36727.509803921566,37775.86274509804
37.84313725490196,36719.313725490196,37727.60784313725
37.94117647058823,36711.117647058825,37679.35294117647
38.03921568627451,36702.92156862745,37631.098039215685
38.13725490196079,36694.72549019608,37582.8431372549
38.23529411764706,36686.529411764706,37534.58823529412
38.333333333333336,36678.333333333336,37486.333333333336
38.431372549019606,36670.13725490196,37438.078431372545
38.529411764705884,36661.94117647059,37389.82352941176
38.627450980392155,36653.74509803922,37341.56862745098
38.72549019607843,36645.549019607846,37293.313725490196
38.8235294117647,36637.35294117647,37245.05882352941
38.92156862745098,36629.1568627451,37196.80392156863
39.01960784313725,36620.96078431373,37148.549019607846
39.11764705882353,36612.76470588235,37100.294117647056
39.21568627450981,36604.56862745098,37052.03921568627
39.31372549019608,36596.37254901961,37003.78431372549
39.411764705882355,36588.17647058824,36955.529411764706
39.509803921568626,36579.98039215686,36907.27450980392
39.6078431372549,36571.78431372549,36859.01960784314
39.705882352941174,36563.58823529412,36810.76470588235
39.80392156862745,36555.39215686275,36762.509803921566
39.90196078431373,36547.19607843137,36714.25490196078
40.09803921568628,36481.313725490196,36617.882352941175
40.19607843137255,36423.62745098039,36569.76470588235
40.294117647058826,36365.94117647059,36521.64705882353
40.3921568627451,36308.25490196078,36473.529411764706
40.490196078431374,36250.56862745098,36425.41176470588
40.588235294117645,36192.882352941175,36377.294117647056
40.68627450980392,36135.19607843137,36329.17647058824
40.78431372549019,36077.509803921566,36281.05882352941
40.88235294117647,36019.82352941176,36232.94117647059
40.98039215686274,35962.13725490196,36184.82352941176
41.07843137254902,35904.450980392154,36136.705882352944
41.1764705882353,35846.76470588235,36088.58823529412
41.27450980392157,35789.078431372545,36040.470588235294
41.372549019607845,35731.39215686275,35992.35294117647
41.470588235294116,35673.705882352944,35944.23529411765
41.568627450980394,35616.01960784314,35896.117647058825
41.666666666666664,35558.333333333336,35848.0
41.76470588235294,35500.64705882353,35799.882352941175
41.86274509803921,35442.96078431373,35751.76470588235
41.96078431372549,35385.27450980392,35703.64705882353
42.05882352941177,35327.58823529412,35655.529411764706
42.15686274509804,35269.901960784315,35607.41176470588
42.254901960784316,35212.21568627451,35559.294117647056
42.35294117647059,35154.529411764706,35511.17647058824
42.450980392156865,35096.8431372549,35463.05882352941
42.549019607843135,35039.1568627451,35414.94117647059
42.64705882352941,34981.470588235294,35366.82352941176
42.745098039215684,34923.78431372549,35318.705882352944
42.84313725490196,34866.098039215685,35270.58823529412
42.94117647058823,34808.41176470588,35222.470588235294
43.03921568627451,34750.72549019608,35174.35294117647
43.13725490196079,34693.03921568627,35126.23529411765
43.23529411764706,34635.35294117647,35078.117647058825
43.333333333333336,34577.666666666664,35030.0
43.431372549019606,34519.98039215686,34981.882352941175
43.529411764705884,34462.294117647056,34933.76470588235
43.627450980392155,34404.60784313725,34885.64705882353
43.72549019607843,34346.921568627455,34837.529411764706
43.8235294117647,34289.23529411765,34789.41176470588
43.92156862745098,34231.549019607846,34741.294117647056
44.01960784313725,34173.86274509804,34693.17647058824
44.11764705882353,34116.17647058824,34645.05882352941
44.21568627450981,34058.490196078434,34596.94117647059
44.31372549019608,34000.80392156863,34548.82352941176
44.411764705882355,33943.117647058825,34500.705882352944
44.509803921568626,33885.43137254902,34452.58823529412
44.6078431372549,33827.74509803922,34404.470588235294
44.705882352941174,33770.05882352941,34356.35294117647
44.80392156862745,33712.37254901961,34308.23529411765
44.90196078431373,33654.686274509804,34260.117647058825
45.09803921568628,33575.529411764706,34161.76470588235
45.19607843137255,33554.05882352941,34111.529411764706
45.294117647058826,33532.58823529412,34061.294117647056
45.3921568627451,33511.117647058825,34011.05882352941
45.490196078431374,33489.64705882353,33960.82352941176
45.588235294117645,33468.17647058824,33910.58823529412
45.68627450980392,33446.705882352944,33860.35294117647
45.78431372549019,33425.23529411765,33810.117647058825
45.88235294117647,33403.76470588235,33759.882352941175
45.98039215686274,33382.294117647056,33709.64705882353
46.07843137254902,33360.82352941176,33659.41176470588
46.1764705882353,33339.35294117647,33609.17647058824
46.27450980392157,33317.882352941175,33558.94117647059
46.372549019607845,33296.41176470588,33508.705882352944
46.470588235294116,33274.94117647059,33458.470588235294
46.568627450980394,33253.470588235294,33408.23529411765
46.666666666666664,33232.0,33358.0
46.76470588235294,33210.529411764706,33307.76470588235
46.86274509803921,33189.05882352941,33257.529411764706
46.96078431372549,33167.58823529412,33207.294117647056
47.05882352941177,33146.117647058825,33157.05882352941
47.15686274509804,33124.64705882353,33106.82352941176
47.254901960784316,33103.17647058824,33056.58823529412
47.35294117647059,33081.705882352944,33006.35294117647
47.450980392156865,33060.23529411765,32956.117647058825
47.549019607843135,33038.76470588235,32905.882352941175
47.64705882352941,33017.294117647056,32855.64705882353
47.745098039215684,32995.82352941176,32805.41176470588
47.84313725490196,32974.35294117647,32755.176470588234
47.94117647058823,32952.882352941175,32704.941176470587
48.03921568627451,32931.41176470588,32654.70588235294
48.13725490196079,32909.94117647059,32604.470588235294
48.23529411764706,32888.470588235294,32554.235294117647
48.333333333333336,32867.0,32504.0
48.431372549019606,32845.529411764706,32453.764705882353
48.529411764705884,32824.05882352941,32403.529411764706
48.627450980392155,32802.58823529412,32353.29411764706
48.72549019607843,32781.117647058825,32303.058823529413
48.8235294117647,32759.647058823528,32252.823529411766
48.92156862745098,32738.176470588234,32202.58823529412
49.01960784313725,32716.70588235294,32152.352941176472
49.11764705882353,32695.235294117647,32102.117647058825
49.21568627450981,32673.764705882353,32051.882352941175
49.31372549019608,32652.29411764706,32001.647058823528
49.411764705882355,32630.823529411766,31951.41176470588
49.509803921568626,32609.352941176472,31901.176470588234
49.6078431372549,32587.882352941175,31850.941176470587
49.705882352941174,32566.41176470588,31800.70588235294
49.80392156862745,32544.941176470587,31750.470588235294
49.90196078431373,32523.470588235294,31700.235294117647
50.490196078431374,32323.058823529413,31504.13725490196
50.98039215686274,32144.117647058825,31358.274509803923
51.470588235294116,31965.176470588234,31212.41176470588
51.96078431372549,31786.235294117647,31066.549019607843
52.450980392156865,31607.29411764706,30920.686274509804
52.94117647058823,31428.352941176472,30774.823529411766
53.431372549019606,31249.41176470588,30628.960784313724
53.92156862745098,31070.470588235294,30483.098039215685
54.411764705882355,30891.529411764706,30337.235294117647
54.90196078431372,30712.58823529412,30191.37254901961
55.3921568627451,30533.647058823528,30045.50980392157
55.88235294117647,30354.70588235294,29899.647058823528
56.372549019607845,30175.764705882353,29753.78431372549
56.86274509803921,29996.823529411766,29607.92156862745
57.35294117647059,29817.882352941175,29462.058823529413
57.84313725490196,29638.941176470587,29316.19607843137
58.33333333333333,29460.0,29170.333333333332
58.8235294117647,29281.058823529413,29024.470588235294
59.31372549019608,29102.117647058825,28878.607843137255
59.80392156862745,28923.176470588234,28732.745098039217
60.294117647058826,28744.235294117647,28586.882352941175
60.78431372549019,28565.29411764706,28441.019607843136
61.27450980392157,28386.35294117647,28295.156862745098
61.76470588235294,28207.41176470588,28149.29411764706
62.25490196078431,28028.470588235294,28003.43137254902
62.745098039215684,27849.529411764706,27857.56862745098
63.23529411764706,27670.58823529412,27711.70588235294
63.72549019607843,27491.64705882353,27565.843137254902
64.2156862745098,27312.70588235294,27419.980392156864
64.70588235294117,27133.764705882353,27274.117647058825
