concentration,Cal SET1,Cal SET2
2.568627450980392,13598.882352941177,13758.196078431372
2.588235294117647,13584.70588235294,13738.823529411764
2.607843137254902,13570.529411764706,13719.450980392157
2.627450980392157,13556.35294117647,13700.078431372549
2.6470588235294117,13542.176470588236,13680.70588235294
2.6666666666666665,13528.0,13661.333333333334
2.686274509803922,13513.823529411764,13641.960784313726
2.7058823529411766,13499.64705882353,13622.588235294117
2.7254901960784315,13485.470588235294,13603.21568627451
2.7450980392156863,13471.29411764706,13583.843137254902
2.764705882352941,13457.117647058823,13564.470588235294
2.784313725490196,13442.941176470587,13545.098039215687
2.803921568627451,13428.764705882353,13525.725490196079
2.8235294117647056,13414.588235294117,13506.35294117647
2.843137254901961,13400.411764705883,13486.980392156864
2.8627450980392157,13386.235294117647,13467.607843137255
2.8823529411764706,13372.058823529413,13448.235294117647
2.9019607843137254,13357.882352941177,13428.862745098038
2.9215686274509802,13343.70588235294,13409.490196078432
2.9411764705882355,13329.529411764706,13390.117647058823
2.9607843137254903,13315.35294117647,13370.745098039215
2.980392156862745,13301.176470588236,13351.372549019608
3.019607843137255,13270.529411764706,13318.450980392157
3.0392156862745097,13254.058823529413,13304.901960784313
3.0588235294117645,13237.588235294117,13291.35294117647
3.0784313725490198,13221.117647058823,13277.803921568628
3.0980392156862746,13204.64705882353,13264.254901960785
3.1176470588235294,13188.176470588236,13250.70588235294
3.1372549019607843,13171.70588235294,13237.156862745098
3.156862745098039,13155.235294117647,13223.607843137255
3.176470588235294,13138.764705882353,13210.058823529413
3.196078431372549,13122.29411764706,13196.509803921568
3.215686274509804,13105.823529411764,13182.960784313726
3.235294117647059,13089.35294117647,13169.411764705883
3.2549019607843137,13072.882352941177,13155.862745098038
3.2745098039215685,13056.411764705883,13142.313725490196
3.2941176470588234,13039.941176470587,13128.764705882353
3.313725490196078,13023.470588235294,13115.21568627451
3.3333333333333335,13007.0,13101.666666666666
3.3529411764705883,12990.529411764706,13088.117647058823
3.372549019607843,12974.058823529413,13074.56862745098
3.392156862745098,12957.588235294117,13061.019607843136
3.411764705882353,12941.117647058823,13047.470588235294
3.431372549019608,12924.64705882353,13033.921568627451
3.450980392156863,12908.176470588236,13020.372549019608
3.4705882352941178,12891.70588235294,13006.823529411764
3.4901960784313726,12875.235294117647,12993.274509803921
3.5098039215686274,12858.764705882353,12979.725490196079
3.5294117647058822,12842.29411764706,12966.176470588236
3.549019607843137,12825.823529411764,12952.627450980392
3.568627450980392,12809.35294117647,12939.078431372549
3.588235294117647,12792.882352941177,12925.529411764706
3.607843137254902,12776.411764705883,12911.980392156864
3.627450980392157,12759.941176470587,12898.43137254902
3.6470588235294117,12743.470588235294,12884.882352941177
3.6666666666666665,12727.0,12871.333333333334
3.686274509803922,12710.529411764706,12857.78431372549
3.7058823529411766,12694.058823529413,12844.235294117647
3.7254901960784315,12677.588235294117,12830.686274509804
3.7450980392156863,12661.117647058823,12817.137254901962
3.764705882352941,12644.64705882353,12803.588235294117
3.784313725490196,12628.176470588236,12790.039215686274
3.803921568627451,12611.70588235294,12776.490196078432
3.8235294117647056,12595.235294117647,12762.941176470587
3.843137254901961,12578.764705882353,12749.392156862745
3.8627450980392157,12562.29411764706,12735.843137254902
3.8823529411764706,12545.823529411764,12722.29411764706
3.9019607843137254,12529.35294117647,12708.745098039215
3.9215686274509802,12512.882352941177,12695.196078431372
3.9411764705882355,12496.411764705883,12681.64705882353
3.9607843137254903,12479.941176470587,12668.098039215687
3.980392156862745,12463.470588235294,12654.549019607843
4.019607843137255,12430.470588235294,12625.313725490196
4.03921568627451,12413.941176470587,12609.627450980392
4.0588235294117645,12397.411764705883,12593.941176470587
4.078431372549019,12380.882352941177,12578.254901960785
4.098039215686274,12364.35294117647,12562.56862745098
4.117647058823529,12347.823529411764,12546.882352941177
4.137254901960785,12331.29411764706,12531.196078431372
4.1568627450980395,12314.764705882353,12515.509803921568
4.176470588235294,12298.235294117647,12499.823529411764
4.196078431372549,12281.70588235294,12484.137254901962
4.215686274509804,12265.176470588236,12468.450980392157
4.235294117647059,12248.64705882353,12452.764705882353
4.254901960784314,12232.117647058823,12437.078431372549
4.2745098039215685,12215.588235294117,12421.392156862745
4.294117647058823,12199.058823529413,12405.70588235294
4.313725490196078,12182.529411764706,12390.019607843138
4.333333333333333,12166.0,12374.333333333334
4.352941176470588,12149.470588235294,12358.64705882353
4.372549019607844,12132.941176470587,12342.960784313726
4.392156862745098,12116.411764705883,12327.274509803921
4.411764705882353,12099.882352941177,12311.588235294117
4.431372549019608,12083.35294117647,12295.901960784313
4.450980392156863,12066.823529411764,12280.21568627451
4.470588235294118,12050.29411764706,12264.529411764706
4.490196078431373,12033.764705882353,12248.843137254902
4.509803921568627,12017.235294117647,12233.156862745098
4.529411764705882,12000.70588235294,12217.470588235294
4.549019607843137,11984.176470588236,12201.78431372549
4.568627450980392,11967.64705882353,12186.098039215687
4.588235294117647,11951.117647058823,12170.411764705883
4.607843137254902,11934.588235294117,12154.725490196079
4.627450980392156,11918.058823529413,12139.039215686274
4.647058823529412,11901.529411764706,12123.35294117647
4.666666666666667,11885.0,12107.666666666666
4.686274509803922,11868.470588235294,12091.980392156864
4.705882352941177,11851.941176470587,12076.29411764706
4.7254901960784315,11835.411764705883,12060.607843137255
4.745098039215686,11818.882352941177,12044.921568627451
4.764705882352941,11802.35294117647,12029.235294117647
4.784313725490196,11785.823529411764,12013.549019607843
4.803921568627451,11769.29411764706,11997.862745098038
4.823529411764706,11752.764705882353,11982.176470588236
4.8431372549019605,11736.235294117647,11966.490196078432
4.862745098039216,11719.70588235294,11950.803921568628
4.882352941176471,11703.176470588236,11935.117647058823
4.901960784313726,11686.64705882353,11919.43137254902
4.921568627450981,11670.117647058823,11903.745098039215
4.9411764705882355,11653.588235294117,11888.058823529413
4.96078431372549,11637.058823529413,11872.372549019608
4.980392156862745,11620.529411764706,11856.686274509804
5.019607843137255,11590.313725490196,11826.725490196079
5.03921568627451,11576.627450980392,11812.450980392157
5.0588235294117645,11562.941176470587,11798.176470588236
5.078431372549019,11549.254901960785,11783.901960784313
5.098039215686274,11535.56862745098,11769.627450980392
5.117647058823529,11521.882352941177,11755.35294117647
5.137254901960785,11508.196078431372,11741.078431372549
5.1568627450980395,11494.509803921568,11726.803921568628
5.176470588235294,11480.823529411764,11712.529411764706
5.196078431372549,11467.137254901962,11698.254901960785
5.215686274509804,11453.450980392157,11683.980392156862
5.235294117647059,11439.764705882353,11669.70588235294
5.254901960784314,11426.078431372549,11655.43137254902
5.2745098039215685,11412.392156862745,11641.156862745098
5.294117647058823,11398.70588235294,11626.882352941177
5.313725490196078,11385.019607843138,11612.607843137255
5.333333333333333,11371.333333333334,11598.333333333334
5.352941176470588,11357.64705882353,11584.058823529413
5.372549019607844,11343.960784313726,11569.78431372549
5.392156862745098,11330.274509803921,11555.509803921568
5.411764705882353,11316.588235294117,11541.235294117647
5.431372549019608,11302.901960784313,11526.960784313726
5.450980392156863,11289.21568627451,11512.686274509804
5.470588235294118,11275.529411764706,11498.411764705883
5.490196078431373,11261.843137254902,11484.137254901962
5.509803921568627,11248.156862745098,11469.862745098038
5.529411764705882,11234.470588235294,11455.588235294117
5.549019607843137,11220.78431372549,11441.313725490196
5.568627450980392,11207.098039215687,11427.039215686274
5.588235294117647,11193.411764705883,11412.764705882353
5.607843137254902,11179.725490196079,11398.490196078432
5.627450980392156,11166.039215686274,11384.21568627451
5.647058823529412,11152.35294117647,11369.941176470587
5.666666666666667,11138.666666666666,11355.666666666666
5.686274509803922,11124.980392156864,11341.392156862745
5.705882352941177,11111.29411764706,11327.117647058823
5.7254901960784315,11097.607843137255,11312.843137254902
5.745098039215686,11083.921568627451,11298.56862745098
5.764705882352941,11070.235294117647,11284.29411764706
5.784313725490196,11056.549019607843,11270.019607843136
5.803921568627451,11042.862745098038,11255.745098039215
5.823529411764706,11029.176470588236,11241.470588235294
5.8431372549019605,11015.490196078432,11227.196078431372
5.862745098039216,11001.803921568628,11212.921568627451
5.882352941176471,10988.117647058823,11198.64705882353
5.901960784313726,10974.43137254902,11184.372549019608
5.921568627450981,10960.745098039215,11170.098039215685
5.9411764705882355,10947.058823529413,11155.823529411764
5.96078431372549,10933.372549019608,11141.549019607843
5.980392156862745,10919.686274509804,11127.274509803921
6.019607843137255,10891.607843137255,11102.843137254902
6.03921568627451,10877.21568627451,11092.686274509804
6.0588235294117645,10862.823529411764,11082.529411764706
6.078431372549019,10848.43137254902,11072.372549019608
6.098039215686274,10834.039215686274,11062.21568627451
6.117647058823529,10819.64705882353,11052.058823529413
6.137254901960785,10805.254901960785,11041.901960784313
6.1568627450980395,10790.862745098038,11031.745098039215
6.176470588235294,10776.470588235294,11021.588235294117
6.196078431372549,10762.078431372549,11011.43137254902
6.215686274509804,10747.686274509804,11001.274509803921
6.235294117647059,10733.29411764706,10991.117647058823
6.254901960784314,10718.901960784313,10980.960784313726
6.2745098039215685,10704.509803921568,10970.803921568628
6.294117647058823,10690.117647058823,10960.64705882353
6.313725490196078,10675.725490196079,10950.490196078432
6.333333333333333,10661.333333333334,10940.333333333334
6.352941176470588,10646.941176470587,10930.176470588236
6.372549019607844,10632.549019607843,10920.019607843138
6.392156862745098,10618.156862745098,10909.862745098038
6.411764705882353,10603.764705882353,10899.70588235294
6.431372549019608,10589.372549019608,10889.549019607843
6.450980392156863,10574.980392156864,10879.392156862745
6.470588235294118,10560.588235294117,10869.235294117647
6.490196078431373,10546.196078431372,10859.078431372549
6.509803921568627,10531.803921568628,10848.921568627451
6.529411764705882,10517.411764705883,10838.764705882353
6.549019607843137,10503.019607843136,10828.607843137255
6.568627450980392,10488.627450980392,10818.450980392157
6.588235294117647,10474.235294117647,10808.29411764706
6.607843137254902,10459.843137254902,10798.137254901962
6.627450980392156,10445.450980392157,10787.980392156864
6.647058823529412,10431.058823529413,10777.823529411764
6.666666666666667,10416.666666666666,10767.666666666666
6.686274509803922,10402.274509803921,10757.509803921568
6.705882352941177,10387.882352941177,10747.35294117647
6.7254901960784315,10373.490196078432,10737.196078431372
6.745098039215686,10359.098039215687,10727.039215686274
6.764705882352941,10344.70588235294,10716.882352941177
6.784313725490196,10330.313725490196,10706.725490196079
6.803921568627451,10315.921568627451,10696.56862745098
6.823529411764706,10301.529411764706,10686.411764705883
6.8431372549019605,10287.137254901962,10676.254901960785
6.862745098039216,10272.745098039215,10666.098039215687
6.882352941176471,10258.35294117647,10655.941176470587
6.901960784313726,10243.960784313726,10645.78431372549
6.921568627450981,10229.56862745098,10635.627450980392
6.9411764705882355,10215.176470588236,10625.470588235294
6.96078431372549,10200.78431372549,10615.313725490196
6.980392156862745,10186.392156862745,10605.156862745098
7.019607843137255,10164.411764705883,10582.450980392157
7.03921568627451,10156.823529411764,10569.901960784313
7.0588235294117645,10149.235294117647,10557.35294117647
7.078431372549019,10141.64705882353,10544.803921568628
7.098039215686274,10134.058823529413,10532.254901960785
7.117647058823529,10126.470588235294,10519.70588235294
7.137254901960785,10118.882352941177,10507.156862745098
7.1568627450980395,10111.29411764706,10494.607843137255
7.176470588235294,10103.70588235294,10482.058823529413
7.196078431372549,10096.117647058823,10469.509803921568
7.215686274509804,10088.529411764706,10456.960784313726
7.235294117647059,10080.941176470587,10444.411764705883
7.254901960784314,10073.35294117647,10431.862745098038
7.2745098039215685,10065.764705882353,10419.313725490196
7.294117647058823,10058.176470588236,10406.764705882353
7.313725490196078,10050.588235294117,10394.21568627451
7.333333333333333,10043.0,10381.666666666666
7.352941176470588,10035.411764705883,10369.117647058823
7.372549019607844,10027.823529411764,10356.56862745098
7.392156862745098,10020.235294117647,10344.019607843138
7.411764705882353,10012.64705882353,10331.470588235294
7.431372549019608,10005.058823529413,10318.921568627451
7.450980392156863,9997.470588235294,10306.372549019608
7.470588235294118,9989.882352941177,10293.823529411764
7.490196078431373,9982.29411764706,10281.274509803921
7.509803921568627,9974.70588235294,10268.725490196079
7.529411764705882,9967.117647058823,10256.176470588236
7.549019607843137,9959.529411764706,10243.627450980392
7.568627450980392,9951.941176470587,10231.078431372549
7.588235294117647,9944.35294117647,10218.529411764706
7.607843137254902,9936.764705882353,10205.980392156864
7.627450980392156,9929.176470588236,10193.43137254902
7.647058823529412,9921.588235294117,10180.882352941177
7.666666666666667,9914.0,10168.333333333334
7.686274509803922,9906.411764705883,10155.78431372549
7.705882352941177,9898.823529411764,10143.235294117647
7.7254901960784315,9891.235294117647,10130.686274509804
7.745098039215686,9883.64705882353,10118.137254901962
7.764705882352941,9876.058823529413,10105.588235294117
7.784313725490196,9868.470588235294,10093.039215686274
7.803921568627451,9860.882352941177,10080.490196078432
7.823529411764706,9853.29411764706,10067.941176470587
7.8431372549019605,9845.70588235294,10055.392156862745
7.862745098039216,9838.117647058823,10042.843137254902
7.882352941176471,9830.529411764706,10030.29411764706
7.901960784313726,9822.941176470587,10017.745098039215
7.921568627450981,9815.35294117647,10005.196078431372
7.9411764705882355,9807.764705882353,9992.64705882353
7.96078431372549,9800.176470588236,9980.098039215687
7.980392156862745,9792.588235294117,9967.549019607843
8.019607843137255,9773.529411764706,9947.686274509804
8.03921568627451,9762.058823529413,9940.372549019608
8.058823529411764,9750.588235294117,9933.058823529413
8.07843137254902,9739.117647058823,9925.745098039215
8.098039215686274,9727.64705882353,9918.43137254902
8.117647058823529,9716.176470588236,9911.117647058823
8.137254901960784,9704.70588235294,9903.803921568628
8.156862745098039,9693.235294117647,9896.490196078432
8.176470588235293,9681.764705882353,9889.176470588236
8.196078431372548,9670.29411764706,9881.862745098038
8.215686274509803,9658.823529411764,9874.549019607843
8.235294117647058,9647.35294117647,9867.235294117647
8.254901960784313,9635.882352941177,9859.921568627451
8.27450980392157,9624.411764705883,9852.607843137255
8.294117647058824,9612.941176470587,9845.29411764706
8.313725490196079,9601.470588235294,9837.980392156862
8.333333333333334,9590.0,9830.666666666666
8.352941176470589,9578.529411764706,9823.35294117647
8.372549019607844,9567.058823529413,9816.039215686274
8.392156862745098,9555.588235294117,9808.725490196079
8.411764705882353,9544.117647058823,9801.411764705883
8.431372549019608,9532.64705882353,9794.098039215687
8.450980392156863,9521.176470588236,9786.78431372549
8.470588235294118,9509.70588235294,9779.470588235294
8.490196078431373,9498.235294117647,9772.156862745098
8.509803921568627,9486.764705882353,9764.843137254902
8.529411764705882,9475.29411764706,9757.529411764706
8.549019607843137,9463.823529411764,9750.21568627451
8.568627450980392,9452.35294117647,9742.901960784313
8.588235294117647,9440.882352941177,9735.588235294117
8.607843137254902,9429.411764705883,9728.274509803921
8.627450980392156,9417.941176470587,9720.960784313726
8.647058823529411,9406.470588235294,9713.64705882353
8.666666666666666,9395.0,9706.333333333334
8.686274509803921,9383.529411764706,9699.019607843138
8.705882352941176,9372.058823529413,9691.70588235294
8.72549019607843,9360.588235294117,9684.392156862745
8.745098039215687,9349.117647058823,9677.078431372549
8.764705882352942,9337.64705882353,9669.764705882353
8.784313725490197,9326.176470588236,9662.450980392157
8.803921568627452,9314.70588235294,9655.137254901962
8.823529411764707,9303.235294117647,9647.823529411764
8.843137254901961,9291.764705882353,9640.509803921568
8.862745098039216,9280.29411764706,9633.196078431372
8.882352941176471,9268.823529411764,9625.882352941177
8.901960784313726,9257.35294117647,9618.56862745098
8.92156862745098,9245.882352941177,9611.254901960785
8.941176470588236,9234.411764705883,9603.941176470587
8.96078431372549,9222.941176470587,9596.627450980392
8.980392156862745,9211.470588235294,9589.313725490196
9.019607843137255,9187.64705882353,9571.29411764706
9.03921568627451,9175.29411764706,9560.588235294117
9.058823529411764,9162.941176470587,9549.882352941177
9.07843137254902,9150.588235294117,9539.176470588236
9.098039215686274,9138.235294117647,9528.470588235294
9.117647058823529,9125.882352941177,9517.764705882353
9.137254901960784,9113.529411764706,9507.058823529413
9.156862745098039,9101.176470588236,9496.35294117647
9.176470588235293,9088.823529411764,9485.64705882353
9.196078431372548,9076.470588235294,9474.941176470587
9.215686274509803,9064.117647058823,9464.235294117647
9.235294117647058,9051.764705882353,9453.529411764706
9.254901960784313,9039.411764705883,9442.823529411764
9.27450980392157,9027.058823529413,9432.117647058823
9.294117647058824,9014.70588235294,9421.411764705883
9.313725490196079,9002.35294117647,9410.70588235294
9.333333333333334,8990.0,9400.0
9.352941176470589,8977.64705882353,9389.29411764706
9.372549019607844,8965.29411764706,9378.588235294117
9.392156862745098,8952.941176470587,9367.882352941177
9.411764705882353,8940.588235294117,9357.176470588236
9.431372549019608,8928.235294117647,9346.470588235294
9.450980392156863,8915.882352941177,9335.764705882353
9.470588235294118,8903.529411764706,9325.058823529413
9.490196078431373,8891.176470588236,9314.35294117647
9.509803921568627,8878.823529411764,9303.64705882353
9.529411764705882,8866.470588235294,9292.941176470587
9.549019607843137,8854.117647058823,9282.235294117647
9.568627450980392,8841.764705882353,9271.529411764706
9.588235294117647,8829.411764705883,9260.823529411764
9.607843137254902,8817.058823529413,9250.117647058823
9.627450980392156,8804.70588235294,9239.411764705883
9.647058823529411,8792.35294117647,9228.70588235294
9.666666666666666,8780.0,9218.0
9.686274509803921,8767.64705882353,9207.29411764706
9.705882352941176,8755.29411764706,9196.588235294117
9.72549019607843,8742.941176470587,9185.882352941177
9.745098039215687,8730.588235294117,9175.176470588236
9.764705882352942,8718.235294117647,9164.470588235294
9.784313725490197,8705.882352941177,9153.764705882353
9.803921568627452,8693.529411764706,9143.058823529413
9.823529411764707,8681.176470588236,9132.35294117647
9.843137254901961,8668.823529411764,9121.64705882353
9.862745098039216,8656.470588235294,9110.941176470587
9.882352941176471,8644.117647058823,9100.235294117647
9.901960784313726,8631.764705882353,9089.529411764706
9.92156862745098,8619.411764705883,9078.823529411764
9.941176470588236,8607.058823529413,9068.117647058823
9.96078431372549,8594.70588235294,9057.411764705883
9.980392156862745,8582.35294117647,9046.70588235294
10.019607843137255,8568.490196078432,9029.019607843138
10.03921568627451,8566.980392156862,9022.039215686274
10.058823529411764,8565.470588235294,9015.058823529413
10.07843137254902,8563.960784313726,9008.078431372549
10.098039215686274,8562.450980392157,9001.098039215687
10.117647058823529,8560.941176470587,8994.117647058823
10.137254901960784,8559.43137254902,8987.137254901962
10.156862745098039,8557.921568627451,8980.156862745098
10.176470588235293,8556.411764705883,8973.176470588236
10.196078431372548,8554.901960784313,8966.196078431372
10.215686274509803,8553.392156862745,8959.21568627451
10.235294117647058,8551.882352941177,8952.235294117647
10.254901960784313,8550.372549019608,8945.254901960785
10.27450980392157,8548.862745098038,8938.274509803921
10.294117647058824,8547.35294117647,8931.29411764706
10.313725490196079,8545.843137254902,8924.313725490196
10.333333333333334,8544.333333333334,8917.333333333334
10.352941176470589,8542.823529411764,8910.35294117647
10.372549019607844,8541.313725490196,8903.372549019608
10.392156862745098,8539.803921568628,8896.392156862745
10.411764705882353,8538.29411764706,8889.411764705883
10.431372549019608,8536.78431372549,8882.43137254902
10.450980392156863,8535.274509803921,8875.450980392157
10.470588235294118,8533.764705882353,8868.470588235294
10.490196078431373,8532.254901960785,8861.490196078432
10.509803921568627,8530.745098039215,8854.509803921568
10.529411764705882,8529.235294117647,8847.529411764706
10.549019607843137,8527.725490196079,8840.549019607843
10.568627450980392,8526.21568627451,8833.56862745098
10.588235294117647,8524.70588235294,8826.588235294117
10.607843137254902,8523.196078431372,8819.607843137255
10.627450980392156,8521.686274509804,8812.627450980392
10.647058823529411,8520.176470588236,8805.64705882353
10.666666666666666,8518.666666666666,8798.666666666666
10.686274509803921,8517.156862745098,8791.686274509804
10.705882352941176,8515.64705882353,8784.70588235294
10.72549019607843,8514.137254901962,8777.725490196079
10.745098039215687,8512.627450980392,8770.745098039215
10.764705882352942,8511.117647058823,8763.764705882353
10.784313725490197,8509.607843137255,8756.78431372549
10.803921568627452,8508.098039215687,8749.803921568628
10.823529411764707,8506.588235294117,8742.823529411764
10.843137254901961,8505.078431372549,8735.843137254902
10.862745098039216,8503.56862745098,8728.862745098038
10.882352941176471,8502.058823529413,8721.882352941177
10.901960784313726,8500.549019607843,8714.901960784313
10.92156862745098,8499.039215686274,8707.921568627451
10.941176470588236,8497.529411764706,8700.941176470587
10.96078431372549,8496.019607843138,8693.960784313726
10.980392156862745,8494.509803921568,8686.980392156864
11.019607843137255,8486.333333333334,8673.666666666666
11.03921568627451,8479.666666666666,8667.333333333334
11.058823529411764,8473.0,8661.0
11.07843137254902,8466.333333333334,8654.666666666666
11.098039215686274,8459.666666666666,8648.333333333334
11.117647058823529,8453.0,8642.0
11.137254901960784,8446.333333333334,8635.666666666666
11.156862745098039,8439.666666666666,8629.333333333334
11.176470588235293,8433.0,8623.0
11.196078431372548,8426.333333333334,8616.666666666666
11.215686274509803,8419.666666666666,8610.333333333334
11.235294117647058,8413.0,8604.0
11.254901960784313,8406.333333333334,8597.666666666666
11.27450980392157,8399.666666666666,8591.333333333334
11.294117647058824,8393.0,8585.0
11.313725490196079,8386.333333333334,8578.666666666666
11.333333333333334,8379.666666666666,8572.333333333334
11.352941176470589,8373.0,8566.0
11.372549019607844,8366.333333333334,8559.666666666666
11.392156862745098,8359.666666666666,8553.333333333334
11.411764705882353,8353.0,8547.0
11.431372549019608,8346.333333333334,8540.666666666666
11.450980392156863,8339.666666666666,8534.333333333334
11.470588235294118,8333.0,8528.0
11.490196078431373,8326.333333333334,8521.666666666666
11.509803921568627,8319.666666666666,8515.333333333334
11.529411764705882,8313.0,8509.0
