concentration,TP SET1,TP SET2
2.568627450980392,44634.03921568627,45178.294117647056
2.588235294117647,44584.76470588235,45151.23529411765
2.607843137254902,44535.490196078434,45124.17647058824
2.627450980392157,44486.21568627451,45097.117647058825
2.6470588235294117,44436.94117647059,45070.05882352941
2.6666666666666665,44387.666666666664,45043.0
2.686274509803922,44338.39215686275,45015.94117647059
2.7058823529411766,44289.117647058825,44988.882352941175
2.7254901960784315,44239.8431372549,44961.82352941176
2.7450980392156863,44190.56862745098,44934.76470588235
2.764705882352941,44141.294117647056,44907.705882352944
2.784313725490196,44092.01960784314,44880.64705882353
2.803921568627451,44042.74509803922,44853.58823529412
2.8235294117647056,43993.470588235294,44826.529411764706
2.843137254901961,43944.19607843137,44799.470588235294
2.8627450980392157,43894.921568627455,44772.41176470588
2.8823529411764706,43845.64705882353,44745.35294117647
2.9019607843137254,43796.37254901961,44718.294117647056
2.9215686274509802,43747.098039215685,44691.23529411765
2.9411764705882355,43697.82352941176,44664.17647058824
2.9607843137254903,43648.549019607846,44637.117647058825
2.980392156862745,43599.27450980392,44610.05882352941
3.019607843137255,43529.03921568627,44547.1568627451
3.0392156862745097,43508.07843137255,44511.313725490196
3.0588235294117645,43487.117647058825,44475.470588235294
3.0784313725490198,43466.1568627451,44439.62745098039
3.0980392156862746,43445.19607843137,44403.78431372549
3.1176470588235294,43424.23529411765,44367.94117647059
3.1372549019607843,43403.27450980392,44332.098039215685
3.156862745098039,43382.313725490196,44296.25490196078
3.176470588235294,43361.35294117647,44260.41176470588
3.196078431372549,43340.39215686275,44224.56862745098
3.215686274509804,43319.43137254902,44188.72549019608
3.235294117647059,43298.470588235294,44152.882352941175
3.2549019607843137,43277.509803921566,44117.03921568627
3.2745098039215685,43256.549019607846,44081.19607843137
3.2941176470588234,43235.58823529412,44045.35294117647
3.313725490196078,43214.62745098039,44009.509803921566
3.3333333333333335,43193.666666666664,43973.666666666664
3.3529411764705883,43172.705882352944,43937.82352941176
3.372549019607843,43151.74509803922,43901.98039215686
3.392156862745098,43130.78431372549,43866.13725490196
3.411764705882353,43109.82352941176,43830.294117647056
3.431372549019608,43088.86274509804,43794.450980392154
3.450980392156863,43067.901960784315,43758.60784313725
3.4705882352941178,43046.94117647059,43722.76470588235
3.4901960784313726,43025.98039215686,43686.92156862745
3.5098039215686274,43005.01960784314,43651.078431372545
3.5294117647058822,42984.05882352941,43615.23529411765
3.549019607843137,42963.098039215685,43579.39215686275
3.568627450980392,42942.13725490196,43543.549019607846
3.588235294117647,42921.17647058824,43507.705882352944
3.607843137254902,42900.21568627451,43471.86274509804
3.627450980392157,42879.25490196078,43436.01960784314
3.6470588235294117,42858.294117647056,43400.17647058824
3.6666666666666665,42837.333333333336,43364.333333333336
3.686274509803922,42816.37254901961,43328.490196078434
3.7058823529411766,42795.41176470588,43292.64705882353
3.7254901960784315,42774.450980392154,43256.80392156863
3.7450980392156863,42753.490196078434,43220.96078431373
3.764705882352941,42732.529411764706,43185.117647058825
3.784313725490196,42711.56862745098,43149.27450980392
3.803921568627451,42690.60784313725,43113.43137254902
3.8235294117647056,42669.64705882353,43077.58823529412
3.843137254901961,42648.686274509804,43041.74509803922
3.8627450980392157,42627.72549019608,43005.901960784315
3.8823529411764706,42606.76470588235,42970.05882352941
3.9019607843137254,42585.80392156863,42934.21568627451
3.9215686274509802,42564.8431372549,42898.37254901961
3.9411764705882355,42543.882352941175,42862.529411764706
3.9607843137254903,42522.921568627455,42826.686274509804
3.980392156862745,42501.96078431373,42790.8431372549
4.019607843137255,42432.78431372549,42731.41176470588
4.03921568627451,42384.56862745098,42707.82352941176
4.0588235294117645,42336.35294117647,42684.23529411765
4.078431372549019,42288.13725490196,42660.64705882353
4.098039215686274,42239.92156862745,42637.05882352941
4.117647058823529,42191.705882352944,42613.470588235294
4.137254901960785,42143.490196078434,42589.882352941175
4.1568627450980395,42095.27450980392,42566.294117647056
4.176470588235294,42047.05882352941,42542.705882352944
4.196078431372549,41998.8431372549,42519.117647058825
4.215686274509804,41950.62745098039,42495.529411764706
4.235294117647059,41902.41176470588,42471.94117647059
4.254901960784314,41854.19607843137,42448.35294117647
4.2745098039215685,41805.98039215686,42424.76470588235
4.294117647058823,41757.76470588235,42401.17647058824
4.313725490196078,41709.549019607846,42377.58823529412
4.333333333333333,41661.333333333336,42354.0
4.352941176470588,41613.117647058825,42330.41176470588
4.372549019607844,41564.901960784315,42306.82352941176
4.392156862745098,41516.686274509804,42283.23529411765
4.411764705882353,41468.470588235294,42259.64705882353
4.431372549019608,41420.25490196078,42236.05882352941
4.450980392156863,41372.03921568627,42212.470588235294
4.470588235294118,41323.82352941176,42188.882352941175
4.490196078431373,41275.60784313725,42165.294117647056
4.509803921568627,41227.39215686275,42141.705882352944
4.529411764705882,41179.17647058824,42118.117647058825
4.549019607843137,41130.96078431373,42094.529411764706
4.568627450980392,41082.74509803922,42070.94117647059
4.588235294117647,41034.529411764706,42047.35294117647
4.607843137254902,40986.313725490196,42023.76470588235
4.627450980392156,40938.098039215685,42000.17647058824
4.647058823529412,40889.882352941175,41976.58823529412
4.666666666666667,40841.666666666664,41953.0
4.686274509803922,40793.450980392154,41929.41176470588
4.705882352941177,40745.23529411765,41905.82352941176
4.7254901960784315,40697.01960784314,41882.23529411765
4.745098039215686,40648.80392156863,41858.64705882353
4.764705882352941,40600.58823529412,41835.05882352941
4.784313725490196,40552.37254901961,41811.470588235294
4.803921568627451,40504.1568627451,41787.882352941175
4.823529411764706,40455.94117647059,41764.294117647056
4.8431372549019605,40407.72549019608,41740.705882352944
4.862745098039216,40359.509803921566,41717.117647058825
4.882352941176471,40311.294117647056,41693.529411764706
4.901960784313726,40263.078431372545,41669.94117647059
4.921568627450981,40214.86274509804,41646.35294117647
4.9411764705882355,40166.64705882353,41622.76470588235
4.96078431372549,40118.43137254902,41599.17647058824
4.980392156862745,40070.21568627451,41575.58823529412
5.019607843137255,40010.37254901961,41523.470588235294
5.03921568627451,39998.74509803922,41494.94117647059
5.0588235294117645,39987.117647058825,41466.41176470588
5.078431372549019,39975.490196078434,41437.882352941175
5.098039215686274,39963.86274509804,41409.35294117647
5.117647058823529,39952.23529411765,41380.82352941176
5.137254901960785,39940.60784313725,41352.294117647056
5.1568627450980395,39928.98039215686,41323.76470588235
5.176470588235294,39917.35294117647,41295.23529411765
5.196078431372549,39905.72549019608,41266.705882352944
5.215686274509804,39894.098039215685,41238.17647058824
5.235294117647059,39882.470588235294,41209.64705882353
5.254901960784314,39870.8431372549,41181.117647058825
5.2745098039215685,39859.21568627451,41152.58823529412
5.294117647058823,39847.58823529412,41124.05882352941
5.313725490196078,39835.96078431373,41095.529411764706
5.333333333333333,39824.333333333336,41067.0
5.352941176470588,39812.705882352944,41038.470588235294
5.372549019607844,39801.07843137255,41009.94117647059
5.392156862745098,39789.450980392154,40981.41176470588
5.411764705882353,39777.82352941176,40952.882352941175
5.431372549019608,39766.19607843137,40924.35294117647
5.450980392156863,39754.56862745098,40895.82352941176
5.470588235294118,39742.94117647059,40867.294117647056
5.490196078431373,39731.313725490196,40838.76470588235
5.509803921568627,39719.686274509804,40810.23529411765
5.529411764705882,39708.05882352941,40781.705882352944
5.549019607843137,39696.43137254902,40753.17647058824
5.568627450980392,39684.80392156863,40724.64705882353
5.588235294117647,39673.17647058824,40696.117647058825
5.607843137254902,39661.549019607846,40667.58823529412
5.627450980392156,39649.92156862745,40639.05882352941
5.647058823529412,39638.294117647056,40610.529411764706
5.666666666666667,39626.666666666664,40582.0
5.686274509803922,39615.03921568627,40553.470588235294
5.705882352941177,39603.41176470588,40524.94117647059
5.7254901960784315,39591.78431372549,40496.41176470588
5.745098039215686,39580.1568627451,40467.882352941175
5.764705882352941,39568.529411764706,40439.35294117647
5.784313725490196,39556.901960784315,40410.82352941176
5.803921568627451,39545.27450980392,40382.294117647056
5.823529411764706,39533.64705882353,40353.76470588235
5.8431372549019605,39522.01960784314,40325.23529411765
5.862745098039216,39510.39215686275,40296.705882352944
5.882352941176471,39498.76470588235,40268.17647058824
5.901960784313726,39487.13725490196,40239.64705882353
5.921568627450981,39475.509803921566,40211.117647058825
5.9411764705882355,39463.882352941175,40182.58823529412
5.96078431372549,39452.25490196078,40154.05882352941
5.980392156862745,39440.62745098039,40125.529411764706
6.019607843137255,39393.13725490196,40063.80392156863
6.03921568627451,39357.27450980392,40030.60784313725
6.0588235294117645,39321.41176470588,39997.41176470588
6.078431372549019,39285.549019607846,39964.21568627451
6.098039215686274,39249.686274509804,39931.01960784314
6.117647058823529,39213.82352941176,39897.82352941176
6.137254901960785,39177.96078431373,39864.62745098039
6.1568627450980395,39142.098039215685,39831.43137254902
6.176470588235294,39106.23529411765,39798.23529411765
6.196078431372549,39070.37254901961,39765.03921568627
6.215686274509804,39034.509803921566,39731.8431372549
6.235294117647059,38998.64705882353,39698.64705882353
6.254901960784314,38962.78431372549,39665.450980392154
6.2745098039215685,38926.921568627455,39632.25490196078
6.294117647058823,38891.05882352941,39599.05882352941
6.313725490196078,38855.19607843137,39565.86274509804
6.333333333333333,38819.333333333336,39532.666666666664
6.352941176470588,38783.470588235294,39499.470588235294
6.372549019607844,38747.60784313725,39466.27450980392
6.392156862745098,38711.74509803922,39433.07843137255
6.411764705882353,38675.882352941175,39399.882352941175
6.431372549019608,38640.01960784314,39366.686274509804
6.450980392156863,38604.1568627451,39333.490196078434
6.470588235294118,38568.294117647056,39300.294117647056
6.490196078431373,38532.43137254902,39267.098039215685
6.509803921568627,38496.56862745098,39233.901960784315
6.529411764705882,38460.705882352944,39200.705882352944
6.549019607843137,38424.8431372549,39167.509803921566
6.568627450980392,38388.98039215686,39134.313725490196
6.588235294117647,38353.117647058825,39101.117647058825
6.607843137254902,38317.25490196078,39067.921568627455
6.627450980392156,38281.39215686275,39034.72549019608
6.647058823529412,38245.529411764706,39001.529411764706
6.666666666666667,38209.666666666664,38968.333333333336
6.686274509803922,38173.80392156863,38935.13725490196
6.705882352941177,38137.94117647059,38901.94117647059
6.7254901960784315,38102.07843137255,38868.74509803922
6.745098039215686,38066.21568627451,38835.549019607846
6.764705882352941,38030.35294117647,38802.35294117647
6.784313725490196,37994.490196078434,38769.1568627451
6.803921568627451,37958.62745098039,38735.96078431373
6.823529411764706,37922.76470588235,38702.76470588235
6.8431372549019605,37886.901960784315,38669.56862745098
6.862745098039216,37851.03921568627,38636.37254901961
6.882352941176471,37815.17647058824,38603.17647058824
6.901960784313726,37779.313725490196,38569.98039215686
6.921568627450981,37743.450980392154,38536.78431372549
6.9411764705882355,37707.58823529412,38503.58823529412
6.96078431372549,37671.72549019608,38470.39215686275
6.980392156862745,37635.86274509804,38437.19607843137
7.019607843137255,37560.313725490196,38373.41176470588
7.03921568627451,37520.62745098039,38342.82352941176
7.0588235294117645,37480.94117647059,38312.23529411765
7.078431372549019,37441.25490196078,38281.64705882353
7.098039215686274,37401.56862745098,38251.05882352941
7.117647058823529,37361.882352941175,38220.470588235294
7.137254901960785,37322.19607843137,38189.882352941175
7.1568627450980395,37282.509803921566,38159.294117647056
7.176470588235294,37242.82352941176,38128.705882352944
7.196078431372549,37203.13725490196,38098.117647058825
7.215686274509804,37163.450980392154,38067.529411764706
7.235294117647059,37123.76470588235,38036.94117647059
7.254901960784314,37084.078431372545,38006.35294117647
7.2745098039215685,37044.39215686275,37975.76470588235
7.294117647058823,37004.705882352944,37945.17647058824
7.313725490196078,36965.01960784314,37914.58823529412
7.333333333333333,36925.333333333336,37884.0
7.352941176470588,36885.64705882353,37853.41176470588
7.372549019607844,36845.96078431373,37822.82352941176
7.392156862745098,36806.27450980392,37792.23529411765
7.411764705882353,36766.58823529412,37761.64705882353
7.431372549019608,36726.901960784315,37731.05882352941
7.450980392156863,36687.21568627451,37700.470588235294
7.470588235294118,36647.529411764706,37669.882352941175
7.490196078431373,36607.8431372549,37639.294117647056
7.509803921568627,36568.1568627451,37608.705882352944
7.529411764705882,36528.470588235294,37578.117647058825
7.549019607843137,36488.78431372549,37547.529411764706
7.568627450980392,36449.098039215685,37516.94117647059
7.588235294117647,36409.41176470588,37486.35294117647
7.607843137254902,36369.72549019608,37455.76470588235
7.627450980392156,36330.03921568627,37425.17647058824
7.647058823529412,36290.35294117647,37394.58823529412
7.666666666666667,36250.666666666664,37364.0
7.686274509803922,36210.98039215686,37333.41176470588
7.705882352941177,36171.294117647056,37302.82352941176
7.7254901960784315,36131.60784313725,37272.23529411765
7.745098039215686,36091.921568627455,37241.64705882353
7.764705882352941,36052.23529411765,37211.05882352941
7.784313725490196,36012.549019607846,37180.470588235294
7.803921568627451,35972.86274509804,37149.882352941175
7.823529411764706,35933.17647058824,37119.294117647056
7.8431372549019605,35893.490196078434,37088.705882352944
7.862745098039216,35853.80392156863,37058.117647058825
7.882352941176471,35814.117647058825,37027.529411764706
7.901960784313726,35774.43137254902,36996.94117647059
7.921568627450981,35734.74509803922,36966.35294117647
7.9411764705882355,35695.05882352941,36935.76470588235
7.96078431372549,35655.37254901961,36905.17647058824
7.980392156862745,35615.686274509804,36874.58823529412
8.019607843137255,35557.8431372549,36817.94117647059
8.03921568627451,35539.686274509804,36791.882352941175
8.058823529411764,35521.529411764706,36765.82352941176
8.07843137254902,35503.37254901961,36739.76470588235
8.098039215686274,35485.21568627451,36713.705882352944
8.117647058823529,35467.05882352941,36687.64705882353
8.137254901960784,35448.901960784315,36661.58823529412
8.156862745098039,35430.74509803922,36635.529411764706
8.176470588235293,35412.58823529412,36609.470588235294
8.196078431372548,35394.43137254902,36583.41176470588
8.215686274509803,35376.27450980392,36557.35294117647
8.235294117647058,35358.117647058825,36531.294117647056
8.254901960784313,35339.96078431373,36505.23529411765
8.27450980392157,35321.80392156863,36479.17647058824
8.294117647058824,35303.64705882353,36453.117647058825
8.313725490196079,35285.490196078434,36427.05882352941
8.333333333333334,35267.333333333336,36401.0
8.352941176470589,35249.17647058824,36374.94117647059
8.372549019607844,35231.01960784314,36348.882352941175
8.392156862745098,35212.86274509804,36322.82352941176
8.411764705882353,35194.705882352944,36296.76470588235
8.431372549019608,35176.549019607846,36270.705882352944
8.450980392156863,35158.39215686275,36244.64705882353
8.470588235294118,35140.23529411765,36218.58823529412
8.490196078431373,35122.07843137255,36192.529411764706
8.509803921568627,35103.92156862745,36166.470588235294
8.529411764705882,35085.76470588235,36140.41176470588
8.549019607843137,35067.60784313725,36114.35294117647
8.568627450980392,35049.450980392154,36088.294117647056
8.588235294117647,35031.294117647056,36062.23529411765
8.607843137254902,35013.13725490196,36036.17647058824
8.627450980392156,34994.98039215686,36010.117647058825
8.647058823529411,34976.82352941176,35984.05882352941
8.666666666666666,34958.666666666664,35958.0
8.686274509803921,34940.509803921566,35931.94117647059
8.705882352941176,34922.35294117647,35905.882352941175
8.72549019607843,34904.19607843137,35879.82352941176
8.745098039215687,34886.03921568627,35853.76470588235
8.764705882352942,34867.882352941175,35827.705882352944
8.784313725490197,34849.72549019608,35801.64705882353
8.803921568627452,34831.56862745098,35775.58823529412
8.823529411764707,34813.41176470588,35749.529411764706
8.843137254901961,34795.25490196078,35723.470588235294
8.862745098039216,34777.098039215685,35697.41176470588
8.882352941176471,34758.94117647059,35671.35294117647
8.901960784313726,34740.78431372549,35645.294117647056
8.92156862745098,34722.62745098039,35619.23529411765
8.941176470588236,34704.470588235294,35593.17647058824
8.96078431372549,34686.313725490196,35567.117647058825
8.980392156862745,34668.1568627451,35541.05882352941
9.019607843137255,34620.450980392154,35484.470588235294
9.03921568627451,34590.901960784315,35453.94117647059
9.058823529411764,34561.35294117647,35423.41176470588
9.07843137254902,34531.80392156863,35392.882352941175
9.098039215686274,34502.25490196078,35362.35294117647
9.117647058823529,34472.705882352944,35331.82352941176
9.137254901960784,34443.1568627451,35301.294117647056
9.156862745098039,34413.60784313725,35270.76470588235
9.176470588235293,34384.05882352941,35240.23529411765
9.196078431372548,34354.509803921566,35209.705882352944
9.215686274509803,34324.96078431373,35179.17647058824
9.235294117647058,34295.41176470588,35148.64705882353
9.254901960784313,34265.86274509804,35118.117647058825
9.27450980392157,34236.313725490196,35087.58823529412
9.294117647058824,34206.76470588235,35057.05882352941
9.313725490196079,34177.21568627451,35026.529411764706
9.333333333333334,34147.666666666664,34996.0
9.352941176470589,34118.117647058825,34965.470588235294
9.372549019607844,34088.56862745098,34934.94117647059
9.392156862745098,34059.01960784314,34904.41176470588
9.411764705882353,34029.470588235294,34873.882352941175
9.431372549019608,33999.92156862745,34843.35294117647
9.450980392156863,33970.37254901961,34812.82352941176
9.470588235294118,33940.82352941176,34782.294117647056
9.490196078431373,33911.27450980392,34751.76470588235
9.509803921568627,33881.72549019608,34721.23529411765
9.529411764705882,33852.17647058824,34690.705882352944
9.549019607843137,33822.62745098039,34660.17647058824
9.568627450980392,33793.078431372545,34629.64705882353
9.588235294117647,33763.529411764706,34599.117647058825
9.607843137254902,33733.98039215686,34568.58823529412
9.627450980392156,33704.43137254902,34538.05882352941
9.647058823529411,33674.882352941175,34507.529411764706
9.666666666666666,33645.333333333336,34477.0
9.686274509803921,33615.78431372549,34446.470588235294
9.705882352941176,33586.23529411765,34415.94117647059
9.72549019607843,33556.686274509804,34385.41176470588
9.745098039215687,33527.13725490196,34354.882352941175
9.764705882352942,33497.58823529412,34324.35294117647
9.784313725490197,33468.03921568627,34293.82352941176
9.803921568627452,33438.490196078434,34263.294117647056
9.823529411764707,33408.94117647059,34232.76470588235
9.843137254901961,33379.39215686275,34202.23529411765
9.862745098039216,33349.8431372549,34171.705882352944
9.882352941176471,33320.294117647056,34141.17647058824
9.901960784313726,33290.74509803922,34110.64705882353
9.92156862745098,33261.19607843137,34080.117647058825
9.941176470588236,33231.64705882353,34049.58823529412
9.96078431372549,33202.098039215685,34019.05882352941
9.980392156862745,33172.549019607846,33988.529411764706
10.019607843137255,33132.882352941175,33957.470588235294
10.03921568627451,33122.76470588235,33956.94117647059
10.058823529411764,33112.64705882353,33956.41176470588
10.07843137254902,33102.529411764706,33955.882352941175
10.098039215686274,33092.41176470588,33955.35294117647
10.117647058823529,33082.294117647056,33954.82352941176
10.137254901960784,33072.17647058824,33954.294117647056
10.156862745098039,33062.05882352941,33953.76470588235
10.176470588235293,33051.94117647059,33953.23529411765
10.196078431372548,33041.82352941176,33952.705882352944
10.215686274509803,33031.705882352944,33952.17647058824
10.235294117647058,33021.58823529412,33951.64705882353
10.254901960784313,33011.470588235294,33951.117647058825
10.27450980392157,33001.35294117647,33950.58823529412
10.294117647058824,32991.23529411765,33950.05882352941
10.313725490196079,32981.117647058825,33949.529411764706
10.333333333333334,32971.0,33949.0
10.352941176470589,32960.882352941175,33948.470588235294
10.372549019607844,32950.76470588235,33947.94117647059
10.392156862745098,32940.64705882353,33947.41176470588
10.411764705882353,32930.529411764706,33946.882352941175
10.431372549019608,32920.41176470588,33946.35294117647
10.450980392156863,32910.294117647056,33945.82352941176
10.470588235294118,32900.17647058824,33945.294117647056
10.490196078431373,32890.05882352941,33944.76470588235
10.509803921568627,32879.94117647059,33944.23529411765
10.529411764705882,32869.82352941176,33943.705882352944
10.549019607843137,32859.705882352944,33943.17647058824
10.568627450980392,32849.58823529412,33942.64705882353
10.588235294117647,32839.470588235294,33942.117647058825
10.607843137254902,32829.35294117647,33941.58823529412
10.627450980392156,32819.23529411765,33941.05882352941
10.647058823529411,32809.117647058825,33940.529411764706
10.666666666666666,32799.0,33940.0
10.686274509803921,32788.882352941175,33939.470588235294
10.705882352941176,32778.76470588235,33938.94117647059
10.72549019607843,32768.64705882353,33938.41176470588
10.745098039215687,32758.529411764706,33937.882352941175
10.764705882352942,32748.41176470588,33937.35294117647
10.784313725490197,32738.29411764706,33936.82352941176
10.803921568627452,32728.176470588234,33936.294117647056
10.823529411764707,32718.058823529413,33935.76470588235
10.843137254901961,32707.941176470587,33935.23529411765
10.862745098039216,32697.823529411766,33934.705882352944
10.882352941176471,32687.70588235294,33934.17647058824
10.901960784313726,32677.58823529412,33933.64705882353
10.92156862745098,32667.470588235294,33933.117647058825
10.941176470588236,32657.352941176472,33932.58823529412
10.96078431372549,32647.235294117647,33932.05882352941
10.980392156862745,32637.117647058825,33931.529411764706
11.019607843137255,32583.725490196077,33920.490196078434
11.03921568627451,32540.450980392157,33909.98039215686
11.058823529411764,32497.176470588234,33899.470588235294
11.07843137254902,32453.901960784315,33888.96078431373
11.098039215686274,32410.62745098039,33878.450980392154
11.117647058823529,32367.352941176472,33867.94117647059
11.137254901960784,32324.07843137255,33857.43137254902
11.156862745098039,32280.803921568626,33846.92156862745
11.176470588235293,32237.529411764706,33836.41176470588
11.196078431372548,32194.254901960783,33825.901960784315
11.215686274509803,32150.980392156864,33815.39215686275
11.235294117647058,32107.70588235294,33804.882352941175
11.254901960784313,32064.43137254902,33794.37254901961
11.27450980392157,32021.156862745098,33783.86274509804
11.294117647058824,31977.882352941175,33773.35294117647
11.313725490196079,31934.607843137255,33762.8431372549
11.333333333333334,31891.333333333332,33752.333333333336
11.352941176470589,31848.058823529413,33741.82352941176
11.372549019607844,31804.78431372549,33731.313725490196
11.392156862745098,31761.50980392157,33720.80392156863
11.411764705882353,31718.235294117647,33710.294117647056
11.431372549019608,31674.960784313727,33699.78431372549
11.450980392156863,31631.686274509804,33689.27450980392
11.470588235294118,31588.41176470588,33678.76470588235
11.490196078431373,31545.13725490196,33668.25490196078
11.509803921568627,31501.86274509804,33657.74509803922
