concentration,Alb SET1,Alb SET2
2.568627450980392,40699.43137254902,41097.882352941175
2.588235294117647,40591.41176470588,40991.705882352944
2.607843137254902,40483.39215686275,40885.529411764706
2.627450980392157,40375.37254901961,40779.35294117647
2.6470588235294117,40267.35294117647,40673.17647058824
2.6666666666666665,40159.333333333336,40567.0
2.686274509803922,40051.313725490196,40460.82352941176
2.7058823529411766,39943.294117647056,40354.64705882353
2.7254901960784315,39835.27450980392,40248.470588235294
2.7450980392156863,39727.25490196078,40142.294117647056
2.764705882352941,39619.23529411765,40036.117647058825
2.784313725490196,39511.21568627451,39929.94117647059
2.803921568627451,39403.19607843137,39823.76470588235
2.8235294117647056,39295.17647058824,39717.58823529412
2.843137254901961,39187.1568627451,39611.41176470588
2.8627450980392157,39079.13725490196,39505.23529411765
2.8823529411764706,38971.117647058825,39399.05882352941
2.9019607843137254,38863.098039215685,39292.882352941175
2.9215686274509802,38755.078431372545,39186.705882352944
2.9411764705882355,38647.05882352941,39080.529411764706
2.9607843137254903,38539.03921568627,38974.35294117647
2.980392156862745,38431.01960784314,38868.17647058824
3.019607843137255,38223.333333333336,38662.705882352944
3.0392156862745097,38123.666666666664,38563.41176470588
3.0588235294117645,38024.0,38464.117647058825
3.0784313725490198,37924.333333333336,38364.82352941176
3.0980392156862746,37824.666666666664,38265.529411764706
3.1176470588235294,37725.0,38166.23529411765
3.1372549019607843,37625.333333333336,38066.94117647059
3.156862745098039,37525.666666666664,37967.64705882353
3.176470588235294,37426.0,37868.35294117647
3.196078431372549,37326.333333333336,37769.05882352941
3.215686274509804,37226.666666666664,37669.76470588235
3.235294117647059,37127.0,37570.470588235294
3.2549019607843137,37027.333333333336,37471.17647058824
3.2745098039215685,36927.666666666664,37371.882352941175
3.2941176470588234,36828.0,37272.58823529412
3.313725490196078,36728.333333333336,37173.294117647056
3.3333333333333335,36628.666666666664,37074.0
3.3529411764705883,36529.0,36974.705882352944
3.372549019607843,36429.333333333336,36875.41176470588
3.392156862745098,36329.666666666664,36776.117647058825
3.411764705882353,36230.0,36676.82352941176
3.431372549019608,36130.333333333336,36577.529411764706
3.450980392156863,36030.666666666664,36478.23529411765
3.4705882352941178,35931.0,36378.94117647059
3.4901960784313726,35831.333333333336,36279.64705882353
3.5098039215686274,35731.666666666664,36180.35294117647
3.5294117647058822,35632.0,36081.05882352941
3.549019607843137,35532.333333333336,35981.76470588235
3.568627450980392,35432.666666666664,35882.470588235294
3.588235294117647,35333.0,35783.17647058824
3.607843137254902,35233.333333333336,35683.882352941175
3.627450980392157,35133.666666666664,35584.58823529412
3.6470588235294117,35034.0,35485.294117647056
3.6666666666666665,34934.333333333336,35386.0
3.686274509803922,34834.666666666664,35286.705882352944
3.7058823529411766,34735.0,35187.41176470588
3.7254901960784315,34635.333333333336,35088.117647058825
3.7450980392156863,34535.666666666664,34988.82352941176
3.764705882352941,34436.0,34889.529411764706
3.784313725490196,34336.333333333336,34790.23529411765
3.803921568627451,34236.666666666664,34690.94117647059
3.8235294117647056,34137.0,34591.64705882353
3.843137254901961,34037.333333333336,34492.35294117647
3.8627450980392157,33937.666666666664,34393.05882352941
3.8823529411764706,33838.0,34293.76470588235
3.9019607843137254,33738.333333333336,34194.470588235294
3.9215686274509802,33638.666666666664,34095.17647058824
3.9411764705882355,33539.0,33995.882352941175
3.9607843137254903,33439.333333333336,33896.58823529412
3.980392156862745,33339.666666666664,33797.294117647056
4.019607843137255,33184.705882352944,33639.62745098039
4.03921568627451,33129.41176470588,33581.25490196078
4.0588235294117645,33074.117647058825,33522.882352941175
4.078431372549019,33018.82352941176,33464.509803921566
4.098039215686274,32963.529411764706,33406.13725490196
4.117647058823529,32908.23529411765,33347.76470588235
4.137254901960785,32852.94117647059,33289.39215686275
4.1568627450980395,32797.64705882353,33231.01960784314
4.176470588235294,32742.352941176472,33172.64705882353
4.196078431372549,32687.058823529413,33114.27450980392
4.215686274509804,32631.764705882353,33055.901960784315
4.235294117647059,32576.470588235294,32997.529411764706
4.254901960784314,32521.176470588234,32939.1568627451
4.2745098039215685,32465.882352941175,32880.78431372549
4.294117647058823,32410.58823529412,32822.41176470588
4.313725490196078,32355.29411764706,32764.039215686273
4.333333333333333,32300.0,32705.666666666668
4.352941176470588,32244.70588235294,32647.29411764706
4.372549019607844,32189.41176470588,32588.92156862745
4.392156862745098,32134.117647058825,32530.549019607843
4.411764705882353,32078.823529411766,32472.176470588234
4.431372549019608,32023.529411764706,32413.803921568626
4.450980392156863,31968.235294117647,32355.43137254902
4.470588235294118,31912.941176470587,32297.058823529413
4.490196078431373,31857.647058823528,32238.686274509804
4.509803921568627,31802.352941176472,32180.313725490196
4.529411764705882,31747.058823529413,32121.941176470587
4.549019607843137,31691.764705882353,32063.56862745098
4.568627450980392,31636.470588235294,32005.19607843137
4.588235294117647,31581.176470588234,31946.823529411766
4.607843137254902,31525.882352941175,31888.450980392157
4.627450980392156,31470.58823529412,31830.07843137255
4.647058823529412,31415.29411764706,31771.70588235294
4.666666666666667,31360.0,31713.333333333332
4.686274509803922,31304.70588235294,31654.960784313727
4.705882352941177,31249.41176470588,31596.58823529412
4.7254901960784315,31194.117647058825,31538.21568627451
4.745098039215686,31138.823529411766,31479.843137254902
4.764705882352941,31083.529411764706,31421.470588235294
4.784313725490196,31028.235294117647,31363.098039215685
4.803921568627451,30972.941176470587,31304.725490196077
4.823529411764706,30917.647058823528,31246.35294117647
4.8431372549019605,30862.35294117647,31187.980392156864
4.862745098039216,30807.058823529413,31129.607843137255
4.882352941176471,30751.764705882353,31071.235294117647
4.901960784313726,30696.470588235294,31012.86274509804
4.921568627450981,30641.176470588234,30954.49019607843
4.9411764705882355,30585.882352941175,30896.117647058825
4.96078431372549,30530.58823529412,30837.745098039217
4.980392156862745,30475.29411764706,30779.37254901961
5.019607843137255,30360.78431372549,30664.882352941175
5.03921568627451,30301.56862745098,30608.764705882353
5.0588235294117645,30242.352941176472,30552.647058823528
5.078431372549019,30183.13725490196,30496.529411764706
5.098039215686274,30123.92156862745,30440.41176470588
5.117647058823529,30064.70588235294,30384.29411764706
5.137254901960785,30005.49019607843,30328.176470588234
5.1568627450980395,29946.274509803923,30272.058823529413
5.176470588235294,29887.058823529413,30215.941176470587
5.196078431372549,29827.843137254902,30159.823529411766
5.215686274509804,29768.62745098039,30103.70588235294
5.235294117647059,29709.41176470588,30047.58823529412
5.254901960784314,29650.196078431374,29991.470588235294
5.2745098039215685,29590.980392156864,29935.352941176472
5.294117647058823,29531.764705882353,29879.235294117647
5.313725490196078,29472.549019607843,29823.117647058825
5.333333333333333,29413.333333333332,29767.0
5.352941176470588,29354.117647058825,29710.882352941175
5.372549019607844,29294.901960784315,29654.764705882353
5.392156862745098,29235.686274509804,29598.647058823528
5.411764705882353,29176.470588235294,29542.529411764706
5.431372549019608,29117.254901960783,29486.41176470588
5.450980392156863,29058.039215686273,29430.29411764706
5.470588235294118,28998.823529411766,29374.176470588234
5.490196078431373,28939.607843137255,29318.058823529413
5.509803921568627,28880.392156862745,29261.941176470587
5.529411764705882,28821.176470588234,29205.823529411766
5.549019607843137,28761.960784313727,29149.70588235294
5.568627450980392,28702.745098039217,29093.58823529412
5.588235294117647,28643.529411764706,29037.470588235294
5.607843137254902,28584.313725490196,28981.352941176472
5.627450980392156,28525.098039215685,28925.235294117647
5.647058823529412,28465.882352941175,28869.117647058825
5.666666666666667,28406.666666666668,28813.0
5.686274509803922,28347.450980392157,28756.882352941175
5.705882352941177,28288.235294117647,28700.764705882353
5.7254901960784315,28229.019607843136,28644.647058823528
5.745098039215686,28169.803921568626,28588.529411764706
5.764705882352941,28110.58823529412,28532.41176470588
5.784313725490196,28051.37254901961,28476.29411764706
5.803921568627451,27992.156862745098,28420.176470588234
5.823529411764706,27932.941176470587,28364.058823529413
5.8431372549019605,27873.725490196077,28307.941176470587
5.862745098039216,27814.50980392157,28251.823529411766
5.882352941176471,27755.29411764706,28195.70588235294
5.901960784313726,27696.07843137255,28139.58823529412
5.921568627450981,27636.86274509804,28083.470588235294
5.9411764705882355,27577.647058823528,28027.352941176472
5.96078431372549,27518.43137254902,27971.235294117647
5.980392156862745,27459.21568627451,27915.117647058825
6.019607843137255,27347.13725490196,27788.62745098039
6.03921568627451,27294.274509803923,27718.254901960783
6.0588235294117645,27241.41176470588,27647.882352941175
6.078431372549019,27188.549019607843,27577.50980392157
6.098039215686274,27135.686274509804,27507.13725490196
6.117647058823529,27082.823529411766,27436.764705882353
6.137254901960785,27029.960784313727,27366.392156862745
6.1568627450980395,26977.098039215685,27296.019607843136
6.176470588235294,26924.235294117647,27225.647058823528
6.196078431372549,26871.37254901961,27155.274509803923
6.215686274509804,26818.50980392157,27084.901960784315
6.235294117647059,26765.647058823528,27014.529411764706
6.254901960784314,26712.78431372549,26944.156862745098
6.2745098039215685,26659.92156862745,26873.78431372549
6.294117647058823,26607.058823529413,26803.41176470588
6.313725490196078,26554.196078431374,26733.039215686273
6.333333333333333,26501.333333333332,26662.666666666668
6.352941176470588,26448.470588235294,26592.29411764706
6.372549019607844,26395.607843137255,26521.92156862745
6.392156862745098,26342.745098039217,26451.549019607843
6.411764705882353,26289.882352941175,26381.176470588234
6.431372549019608,26237.019607843136,26310.803921568626
6.450980392156863,26184.156862745098,26240.43137254902
6.470588235294118,26131.29411764706,26170.058823529413
6.490196078431373,26078.43137254902,26099.686274509804
6.509803921568627,26025.56862745098,26029.313725490196
6.529411764705882,25972.70588235294,25958.941176470587
6.549019607843137,25919.843137254902,25888.56862745098
6.568627450980392,25866.980392156864,25818.19607843137
6.588235294117647,25814.117647058825,25747.823529411766
6.607843137254902,25761.254901960783,25677.450980392157
6.627450980392156,25708.392156862745,25607.07843137255
6.647058823529412,25655.529411764706,25536.70588235294
6.666666666666667,25602.666666666668,25466.333333333332
6.686274509803922,25549.80392156863,25395.960784313727
6.705882352941177,25496.941176470587,25325.58823529412
6.7254901960784315,25444.07843137255,25255.21568627451
6.745098039215686,25391.21568627451,25184.843137254902
6.764705882352941,25338.352941176472,25114.470588235294
6.784313725490196,25285.49019607843,25044.098039215685
6.803921568627451,25232.62745098039,24973.725490196077
6.823529411764706,25179.764705882353,24903.35294117647
6.8431372549019605,25126.901960784315,24832.980392156864
6.862745098039216,25074.039215686273,24762.607843137255
6.882352941176471,25021.176470588234,24692.235294117647
6.901960784313726,24968.313725490196,24621.86274509804
6.921568627450981,24915.450980392157,24551.49019607843
6.9411764705882355,24862.58823529412,24481.117647058825
6.96078431372549,24809.725490196077,24410.745098039217
6.980392156862745,24756.86274509804,24340.37254901961
7.019607843137255,24667.098039215685,24234.823529411766
7.03921568627451,24630.196078431374,24199.647058823528
7.0588235294117645,24593.29411764706,24164.470588235294
7.078431372549019,24556.392156862745,24129.29411764706
7.098039215686274,24519.49019607843,24094.117647058825
7.117647058823529,24482.58823529412,24058.941176470587
7.137254901960785,24445.686274509804,24023.764705882353
7.1568627450980395,24408.78431372549,23988.58823529412
7.176470588235294,24371.882352941175,23953.41176470588
7.196078431372549,24334.980392156864,23918.235294117647
7.215686274509804,24298.07843137255,23883.058823529413
7.235294117647059,24261.176470588234,23847.882352941175
7.254901960784314,24224.274509803923,23812.70588235294
7.2745098039215685,24187.37254901961,23777.529411764706
7.294117647058823,24150.470588235294,23742.352941176472
7.313725490196078,24113.56862745098,23707.176470588234
7.333333333333333,24076.666666666668,23672.0
7.352941176470588,24039.764705882353,23636.823529411766
7.372549019607844,24002.86274509804,23601.647058823528
7.392156862745098,23965.960784313727,23566.470588235294
7.411764705882353,23929.058823529413,23531.29411764706
7.431372549019608,23892.156862745098,23496.117647058825
7.450980392156863,23855.254901960783,23460.941176470587
7.470588235294118,23818.352941176472,23425.764705882353
7.490196078431373,23781.450980392157,23390.58823529412
7.509803921568627,23744.549019607843,23355.41176470588
7.529411764705882,23707.647058823528,23320.235294117647
7.549019607843137,23670.745098039217,23285.058823529413
7.568627450980392,23633.843137254902,23249.882352941175
7.588235294117647,23596.941176470587,23214.70588235294
7.607843137254902,23560.039215686276,23179.529411764706
7.627450980392156,23523.13725490196,23144.352941176472
7.647058823529412,23486.235294117647,23109.176470588234
7.666666666666667,23449.333333333332,23074.0
7.686274509803922,23412.43137254902,23038.823529411766
7.705882352941177,23375.529411764706,23003.647058823528
7.7254901960784315,23338.62745098039,22968.470588235294
7.745098039215686,23301.725490196077,22933.29411764706
7.764705882352941,23264.823529411766,22898.117647058825
7.784313725490196,23227.92156862745,22862.941176470587
7.803921568627451,23191.019607843136,22827.764705882353
7.823529411764706,23154.117647058825,22792.58823529412
7.8431372549019605,23117.21568627451,22757.41176470588
7.862745098039216,23080.313725490196,22722.235294117647
7.882352941176471,23043.41176470588,22687.058823529413
7.901960784313726,23006.50980392157,22651.882352941175
7.921568627450981,22969.607843137255,22616.70588235294
7.9411764705882355,22932.70588235294,22581.529411764706
7.96078431372549,22895.80392156863,22546.352941176472
7.980392156862745,22858.901960784315,22511.176470588234
8.019607843137255,22786.098039215685,22438.0
8.03921568627451,22750.196078431374,22400.0
8.058823529411764,22714.29411764706,22362.0
8.07843137254902,22678.392156862745,22324.0
8.098039215686274,22642.49019607843,22286.0
8.117647058823529,22606.58823529412,22248.0
8.137254901960784,22570.686274509804,22210.0
8.156862745098039,22534.78431372549,22172.0
8.176470588235293,22498.882352941175,22134.0
8.196078431372548,22462.980392156864,22096.0
8.215686274509803,22427.07843137255,22058.0
8.235294117647058,22391.176470588234,22020.0
8.254901960784313,22355.274509803923,21982.0
8.27450980392157,22319.37254901961,21944.0
8.294117647058824,22283.470588235294,21906.0
8.313725490196079,22247.56862745098,21868.0
8.333333333333334,22211.666666666668,21830.0
8.352941176470589,22175.764705882353,21792.0
8.372549019607844,22139.86274509804,21754.0
8.392156862745098,22103.960784313727,21716.0
8.411764705882353,22068.058823529413,21678.0
8.431372549019608,22032.156862745098,21640.0
8.450980392156863,21996.254901960783,21602.0
8.470588235294118,21960.352941176472,21564.0
8.490196078431373,21924.450980392157,21526.0
8.509803921568627,21888.549019607843,21488.0
8.529411764705882,21852.647058823528,21450.0
8.549019607843137,21816.745098039217,21412.0
8.568627450980392,21780.843137254902,21374.0
8.588235294117647,21744.941176470587,21336.0
8.607843137254902,21709.039215686276,21298.0
8.627450980392156,21673.13725490196,21260.0
8.647058823529411,21637.235294117647,21222.0
8.666666666666666,21601.333333333332,21184.0
8.686274509803921,21565.43137254902,21146.0
8.705882352941176,21529.529411764706,21108.0
8.72549019607843,21493.62745098039,21070.0
8.745098039215687,21457.725490196077,21032.0
8.764705882352942,21421.823529411766,20994.0
8.784313725490197,21385.92156862745,20956.0
8.803921568627452,21350.019607843136,20918.0
8.823529411764707,21314.117647058825,20880.0
8.843137254901961,21278.21568627451,20842.0
8.862745098039216,21242.313725490196,20804.0
8.882352941176471,21206.41176470588,20766.0
8.901960784313726,21170.50980392157,20728.0
8.92156862745098,21134.607843137255,20690.0
8.941176470588236,21098.70588235294,20652.0
8.96078431372549,21062.80392156863,20614.0
8.980392156862745,21026.901960784315,20576.0
9.019607843137255,20922.86274509804,20491.529411764706
9.03921568627451,20854.725490196077,20445.058823529413
9.058823529411764,20786.58823529412,20398.58823529412
9.07843137254902,20718.450980392157,20352.117647058825
9.098039215686274,20650.313725490196,20305.647058823528
9.117647058823529,20582.176470588234,20259.176470588234
9.137254901960784,20514.039215686273,20212.70588235294
9.156862745098039,20445.901960784315,20166.235294117647
9.176470588235293,20377.764705882353,20119.764705882353
9.196078431372548,20309.62745098039,20073.29411764706
9.215686274509803,20241.49019607843,20026.823529411766
9.235294117647058,20173.352941176472,19980.352941176472
9.254901960784313,20105.21568627451,19933.882352941175
9.27450980392157,20037.07843137255,19887.41176470588
9.294117647058824,19968.941176470587,19840.941176470587
9.313725490196079,19900.803921568626,19794.470588235294
9.333333333333334,19832.666666666668,19748.0
9.352941176470589,19764.529411764706,19701.529411764706
9.372549019607844,19696.392156862745,19655.058823529413
9.392156862745098,19628.254901960783,19608.58823529412
9.411764705882353,19560.117647058825,19562.117647058825
9.431372549019608,19491.980392156864,19515.647058823528
9.450980392156863,19423.843137254902,19469.176470588234
9.470588235294118,19355.70588235294,19422.70588235294
9.490196078431373,19287.56862745098,19376.235294117647
9.509803921568627,19219.43137254902,19329.764705882353
9.529411764705882,19151.29411764706,19283.29411764706
9.549019607843137,19083.156862745098,19236.823529411766
9.568627450980392,19015.019607843136,19190.352941176472
9.588235294117647,18946.882352941175,19143.882352941175
9.607843137254902,18878.745098039217,19097.41176470588
9.627450980392156,18810.607843137255,19050.941176470587
9.647058823529411,18742.470588235294,19004.470588235294
9.666666666666666,18674.333333333332,18958.0
9.686274509803921,18606.19607843137,18911.529411764706
9.705882352941176,18538.058823529413,18865.058823529413
9.72549019607843,18469.92156862745,18818.58823529412
9.745098039215687,18401.78431372549,18772.117647058825
9.764705882352942,18333.647058823528,18725.647058823528
9.784313725490197,18265.50980392157,18679.176470588234
9.803921568627452,18197.37254901961,18632.70588235294
9.823529411764707,18129.235294117647,18586.235294117647
9.843137254901961,18061.098039215685,18539.764705882353
9.862745098039216,17992.960784313727,18493.29411764706
9.882352941176471,17924.823529411766,18446.823529411766
9.901960784313726,17856.686274509804,18400.352941176472
9.92156862745098,17788.549019607843,18353.882352941175
9.941176470588236,17720.41176470588,18307.41176470588
9.96078431372549,17652.274509803923,18260.941176470587
9.980392156862745,17584.13725490196,18214.470588235294
10.0,17516.0,18168.0
10.1,17516.0,18168.0
10.2,17516.0,18168.0
10.3,17516.0,18168.0
10.4,17516.0,18168.0
10.5,17516.0,18168.0
10.6,17516.0,18168.0
10.7,17516.0,18168.0
10.8,17516.0,18168.0
10.9,17516.0,18168.0
11.0,17516.0,18168.0
